so_id,customer_id,branch_id,order_date,delivery_date,order_status,payment_terms,total_order_value,total_gst_amount,grand_total,sales_channel
SO-870846,C0332,HYD001,2020-03-04,2020-03-14,Delivered,Net 45,1749450,462451.00000000006,2211901.0,Counter Sale
SO-520608,C0394,HYD001,2021-01-03,2021-01-18,Delivered,Net 45,2025750,549735.0000000001,2575485.0,Online
SO-254444,C0338,AHM001,2021-02-03,2021-02-10,Delivered,Net 60,2533850,691023.0000000001,3224873.0,Counter Sale
SO-958288,C0308,DEL001,2024-01-21,2024-01-28,Delivered,Net 60,48960,11752.8,60712.8,Counter Sale
SO-376744,C0017,CHN001,2022-09-24,2022-10-04,Delivered,Net 15,3579640,997785.2,4577425.2,Dealer Network
SO-141731,C0312,PUN001,2022-04-12,2022-04-25,Delivered,Net 45,3246140,903695.2,4149835.2,Dealer Network
SO-706118,C0191,KOL001,2023-06-16,2023-06-19,Delivered,Net 30,3304300,915604.0,4219904.0,Field Sales
SO-110183,C0213,PUN001,2024-08-09,2024-08-13,Delivered,Net 15,427540,107377.2,534917.2,Online
SO-344705,C0328,KOL001,2024-11-22,2024-11-28,Delivered,Net 45,799300,219384.00000000003,1018684.0,Dealer Network
SO-318967,C0024,CHN001,2020-06-21,2020-06-22,Delivered,Net 60,189500,46360.0,235860.0,Field Sales
SO-105149,C0171,CHN001,2023-02-08,2023-02-18,Cancelled,Net 15,2613250,695605.0,3308855.0,Online
SO-612771,C0007,PUN001,2024-11-03,2024-11-12,Delivered,Net 45,242400,67292.0,309692.0,Field Sales
SO-189996,C0072,PUN001,2024-12-23,2024-12-25,Delivered,Net 15,1773100,487703.00000000006,2260803.0,Counter Sale
SO-340799,C0014,KOL001,2019-04-05,2019-04-18,Delivered,Advance,800460,202897.8,1003357.8,Counter Sale
SO-588092,C0083,DEL001,2020-01-27,2020-01-30,Delivered,Net 45,4702160,1305818.8,6007978.8,Counter Sale
SO-199104,C0497,CHN001,2023-10-25,2023-11-09,Delivered,Net 45,461500,122420.0,583920.0,Dealer Network
SO-801465,C0300,DEL001,2022-04-06,2022-04-20,Delivered,Net 15,2947940,823639.2000000001,3771579.2,Online
SO-673781,C0440,HYD001,2020-11-30,2020-12-04,Delivered,Net 30,920480,243161.4,1163641.4,Dealer Network
SO-776245,C0005,AHM001,2019-06-17,2019-06-25,Delivered,Net 30,1220760,324076.80000000005,1544836.8,Counter Sale
SO-797852,C0132,PUN001,2020-06-03,2020-06-05,Delivered,Net 30,1835300,504994.0,2340294.0,Counter Sale
SO-494803,C0496,PUN001,2023-04-19,2023-04-26,Delivered,Net 15,64550,16274.000000000002,80824.0,Dealer Network
SO-362749,C0110,CHN001,2021-06-27,2021-07-04,Delivered,Advance,1018740,280563.2,1299303.2,Field Sales
SO-145223,C0208,KOL001,2019-01-20,2019-01-29,Delivered,Net 45,1643800,456724.00000000006,2100524.0,Counter Sale
SO-978013,C0373,HYD001,2024-04-20,2024-04-26,Delivered,Net 15,1339750,371735.0,1711485.0,Online
SO-641131,C0442,KOL001,2019-03-21,2019-03-23,Delivered,Net 15,1009190,275354.20000000007,1284544.2,Counter Sale
SO-958826,C0181,PUN001,2019-07-08,2019-07-19,Delivered,Net 30,1364210,377357.8000000001,1741567.8,Dealer Network
SO-486472,C0132,PUN001,2022-07-10,2022-07-21,Delivered,Net 30,1317350,360973.00000000006,1678323.0,Online
SO-694747,C0145,PUN001,2022-08-30,2022-08-31,Delivered,Net 45,234750,62645.00000000001,297395.0,Online
SO-495634,C0462,CHN001,2021-04-01,2021-04-08,Delivered,Net 15,2263050,630889.0000000001,2893939.0,Counter Sale
SO-500602,C0494,CHN001,2019-02-25,2019-03-03,Delivered,Net 45,3608450,1005836.0000000002,4614286.0,Online
SO-331907,C0039,HYD001,2021-08-13,2021-08-18,Delivered,Net 30,226000,63280.00000000001,289280.0,Online
SO-180461,C0134,AHM001,2022-08-07,2022-08-18,Delivered,Net 60,2950650,816932.0000000001,3767582.0,Field Sales
SO-413944,C0293,PUN001,2021-10-17,2021-11-01,Delivered,Net 30,1474090,399356.20000000007,1873446.2,Field Sales
SO-488731,C0452,HYD001,2021-05-16,2021-05-21,Delivered,Advance,1959190,547659.2000000001,2506849.2,Field Sales
SO-203178,C0500,KOL001,2020-10-25,2020-10-28,Delivered,Net 30,782760,211791.8,994551.8,Online
SO-548949,C0071,KOL001,2019-11-25,2019-11-27,Delivered,Net 45,190350,43503.0,233853.0,Online
SO-732181,C0306,KOL001,2024-02-19,2024-03-03,Cancelled,Net 30,362800,100544.0,463344.0,Dealer Network
SO-237051,C0436,KOL001,2023-01-13,2023-01-27,Delivered,Net 30,2610220,723869.6000000001,3334089.6,Counter Sale
SO-499053,C0132,PUN001,2019-02-22,2019-03-08,Delivered,Net 30,1191400,328062.00000000006,1519462.0,Dealer Network
SO-857830,C0494,CHN001,2024-11-21,2024-12-04,Delivered,Net 45,630530,171400.4,801930.4,Online
SO-701182,C0177,PUN001,2024-12-25,2024-12-27,Delivered,Net 45,3066720,857079.6000000001,3923799.6,Field Sales
SO-961387,C0411,HYD001,2019-11-23,2019-11-27,Delivered,Advance,453700,127036.0,580736.0,Field Sales
SO-386899,C0035,CHN001,2020-04-25,2020-05-10,Delivered,Net 60,1542020,414453.6,1956473.6,Counter Sale
SO-286466,C0150,AHM001,2020-03-27,2020-04-07,Delivered,Net 45,820150,225817.00000000003,1045967.0,Online
SO-700402,C0499,PUN001,2024-09-24,2024-09-25,Delivered,Advance,1534550,429299.00000000006,1963849.0,Dealer Network
SO-591798,C0254,AHM001,2019-09-07,2019-09-10,Delivered,Advance,4044890,1121115.2000000002,5166005.2,Online
SO-319809,C0468,HYD001,2019-11-10,2019-11-14,Delivered,Net 60,1592240,431813.2,2024053.2,Counter Sale
SO-148363,C0483,DEL001,2021-03-12,2021-03-14,Delivered,Advance,429080,104244.4,533324.4,Field Sales
SO-378365,C0133,AHM001,2019-09-24,2019-09-25,Delivered,Net 15,2712210,759387.8,3471597.8,Online
SO-592810,C0220,KOL001,2020-05-08,2020-05-12,Delivered,Net 60,920350,238193.00000000003,1158543.0,Field Sales
SO-538495,C0030,HYD001,2023-02-25,2023-03-02,Delivered,Net 60,2719620,749781.6000000001,3469401.6,Online
SO-813775,C0154,DEL001,2022-09-25,2022-10-07,Delivered,Net 15,1729630,478613.4,2208243.4,Online
SO-386162,C0201,CHN001,2019-04-21,2019-05-01,Delivered,Net 15,1876800,495519.00000000006,2372319.0,Counter Sale
SO-232832,C0457,KOL001,2019-12-20,2019-12-25,Delivered,Net 15,830490,227463.2,1057953.2,Field Sales
SO-122007,C0496,PUN001,2022-03-09,2022-03-21,Delivered,Net 15,1100650,302177.0,1402827.0,Dealer Network
SO-493310,C0041,HYD001,2022-05-17,2022-05-18,Delivered,Net 60,1532910,414073.8000000001,1946983.8,Counter Sale
SO-615077,C0021,HYD001,2022-11-02,2022-11-16,Delivered,Net 15,77520,13953.6,91473.6,Online
SO-137400,C0383,PUN001,2020-11-30,2020-12-06,Delivered,Net 15,4400850,1211213.0,5612063.0,Field Sales
SO-913758,C0475,KOL001,2019-02-04,2019-02-08,Delivered,Net 45,77350,13923.0,91273.0,Field Sales
SO-126946,C0254,AHM001,2020-05-17,2020-05-20,Delivered,Advance,1406490,370833.20000000007,1777323.2,Counter Sale
SO-687020,C0439,CHN001,2019-07-04,2019-07-10,Delivered,Net 30,1432670,386130.6,1818800.6,Online
SO-353721,C0037,PUN001,2024-03-07,2024-03-08,Delivered,Advance,1102700,294196.0,1396896.0,Online
SO-104398,C0425,CHN001,2022-09-06,2022-09-16,Delivered,Net 30,1872350,503753.00000000006,2376103.0,Field Sales
SO-614357,C0454,PUN001,2023-03-15,2023-03-24,Cancelled,Net 15,707180,193352.4,900532.4,Online
SO-996176,C0275,AHM001,2024-06-02,2024-06-07,Cancelled,Net 15,1616200,435471.0,2051671.0,Dealer Network
SO-621364,C0411,HYD001,2023-02-10,2023-02-21,Delivered,Advance,1344660,359298.80000000005,1703958.8,Field Sales
SO-689331,C0472,CHN001,2021-01-02,2021-01-03,Delivered,Net 45,1098910,305208.80000000005,1404118.8,Dealer Network
SO-432002,C0398,HYD001,2024-02-25,2024-03-06,Cancelled,Net 30,2618010,708611.8,3326621.8,Counter Sale
SO-526089,C0242,CHN001,2020-11-12,2020-11-13,Delivered,Advance,367350,96783.0,464133.0,Field Sales
SO-325753,C0467,DEL001,2021-07-04,2021-07-19,Cancelled,Net 15,460000,123185.0,583185.0,Online
SO-374392,C0431,PUN001,2022-10-14,2022-10-29,Delivered,Net 30,665970,170304.60000000003,836274.6,Dealer Network
SO-972117,C0301,KOL001,2023-06-27,2023-07-04,Delivered,Advance,1790890,491250.20000000007,2282140.2,Field Sales
SO-266823,C0091,PUN001,2023-07-14,2023-07-24,Delivered,Net 45,1151500,314475.00000000006,1465975.0,Counter Sale
SO-100281,C0193,CHN001,2023-10-31,2023-11-14,Cancelled,Advance,22810,4105.8,26915.8,Counter Sale
SO-689203,C0176,CHN001,2022-12-11,2022-12-19,Delivered,Net 15,53530,9635.4,63165.4,Online
SO-764355,C0393,KOL001,2024-05-23,2024-05-24,Delivered,Net 15,1642600,449153.00000000006,2091753.0,Online
SO-512630,C0182,KOL001,2020-07-10,2020-07-20,Delivered,Net 45,1514800,421244.00000000006,1936044.0,Dealer Network
SO-624026,C0435,CHN001,2024-07-19,2024-07-31,Delivered,Net 45,5760,1036.8,6796.8,Dealer Network
SO-999380,C0090,DEL001,2022-09-14,2022-09-28,Delivered,Net 15,518600,144168.0,662768.0,Counter Sale
SO-223805,C0173,CHN001,2024-06-04,2024-06-16,Delivered,Net 30,1500150,404722.00000000006,1904872.0,Online
SO-195815,C0096,CHN001,2021-05-10,2021-05-17,Delivered,Net 15,3148190,880179.2000000001,4028369.2,Field Sales
SO-201352,C0378,DEL001,2023-11-29,2023-12-13,Cancelled,Advance,1131600,316588.00000000006,1448188.0,Field Sales
SO-293481,C0069,DEL001,2023-02-13,2023-02-17,Delivered,Net 15,407920,113785.6,521705.6,Counter Sale
SO-615175,C0362,AHM001,2019-06-10,2019-06-15,Delivered,Net 15,1628600,454108.00000000006,2082708.0,Counter Sale
SO-364397,C0247,AHM001,2020-02-07,2020-02-15,Delivered,Net 45,708800,181844.00000000003,890644.0,Field Sales
SO-607645,C0435,CHN001,2024-06-12,2024-06-14,Delivered,Net 45,1545650,428072.00000000006,1973722.0,Counter Sale
SO-633707,C0404,AHM001,2019-08-18,2019-08-29,Delivered,Net 30,926820,255837.60000000003,1182657.6,Counter Sale
SO-807092,C0251,CHN001,2024-02-27,2024-03-10,Delivered,Advance,696950,192511.00000000003,889461.0,Dealer Network
SO-453815,C0041,HYD001,2023-01-17,2023-01-29,Delivered,Net 60,1194550,332879.00000000006,1527429.0,Field Sales
SO-852834,C0465,CHN001,2021-02-23,2021-02-25,Delivered,Net 30,1484090,413716.20000000007,1897806.2,Field Sales
SO-245942,C0190,CHN001,2024-12-01,2024-12-10,Delivered,Net 60,251350,69073.00000000001,320423.0,Field Sales
SO-222173,C0261,DEL001,2019-08-10,2019-08-14,Delivered,Advance,1020670,276330.60000000003,1297000.6,Online
SO-325731,C0483,DEL001,2023-11-05,2023-11-12,Delivered,Advance,467320,130037.60000000002,597357.6,Dealer Network
SO-554695,C0486,PUN001,2021-05-06,2021-05-13,Delivered,Advance,3926150,1094527.0000000002,5020677.0,Counter Sale
SO-450835,C0190,CHN001,2022-06-17,2022-06-28,Cancelled,Net 60,1477100,393928.00000000006,1871028.0,Online
SO-998347,C0375,PUN001,2022-08-09,2022-08-12,Delivered,Net 60,2524060,695530.8,3219590.8,Field Sales
SO-767389,C0376,DEL001,2024-11-10,2024-11-11,Delivered,Net 30,16750,3015.0,19765.0,Field Sales
SO-792124,C0138,HYD001,2023-11-19,2023-11-23,Delivered,Advance,1407260,392051.8000000001,1799311.8,Dealer Network
SO-461949,C0426,KOL001,2021-01-20,2021-01-28,Delivered,Net 45,374190,100764.2,474954.2,Online
SO-757297,C0344,CHN001,2020-07-15,2020-07-24,Delivered,Net 30,353430,91477.4,444907.4,Field Sales
SO-338738,C0222,DEL001,2024-04-09,2024-04-16,Delivered,Net 30,1563510,431011.8000000001,1994521.8,Field Sales
SO-612618,C0498,KOL001,2021-01-11,2021-01-26,Cancelled,Net 30,1053400,294952.00000000006,1348352.0,Counter Sale
SO-970121,C0213,PUN001,2019-04-23,2019-05-04,Delivered,Net 15,196990,52408.2,249398.2,Dealer Network
SO-984157,C0085,CHN001,2019-03-27,2019-03-29,Delivered,Net 45,1096980,303236.4,1400216.4,Online
SO-729533,C0485,PUN001,2019-01-17,2019-01-24,Delivered,Net 60,664470,177949.60000000003,842419.6,Counter Sale
SO-947438,C0440,HYD001,2024-08-19,2024-09-03,Cancelled,Net 30,168520,30333.6,198853.6,Counter Sale
SO-662738,C0381,CHN001,2020-07-11,2020-07-16,Delivered,Advance,3373000,942465.0,4315465.0,Counter Sale
SO-157703,C0050,KOL001,2024-12-14,2024-12-19,Delivered,Net 30,477600,133728.00000000003,611328.0,Dealer Network
SO-508847,C0413,CHN001,2019-02-06,2019-02-16,Delivered,Net 15,1018890,281230.2,1300120.2,Online
SO-935968,C0164,DEL001,2023-05-17,2023-05-25,Delivered,Net 45,409000,111300.0,520300.0,Counter Sale
SO-943863,C0165,DEL001,2019-12-08,2019-12-17,Delivered,Net 60,318600,89208.00000000001,407808.0,Online
SO-314969,C0251,CHN001,2019-08-12,2019-08-18,Delivered,Advance,937000,260790.0,1197790.0,Field Sales
SO-202998,C0415,PUN001,2020-07-10,2020-07-12,Cancelled,Net 30,1201620,327891.60000000003,1529511.6,Online
SO-536809,C0003,DEL001,2021-12-21,2022-01-02,Delivered,Net 30,759630,209393.4,969023.4,Dealer Network
SO-767768,C0202,AHM001,2022-09-27,2022-09-28,Delivered,Net 60,4399480,1230736.4,5630216.4,Dealer Network
SO-831296,C0195,KOL001,2020-12-05,2020-12-19,Delivered,Advance,361700,95066.0,456766.0,Online
SO-550137,C0021,HYD001,2024-11-01,2024-11-10,Cancelled,Net 15,2627260,710556.8,3337816.8,Field Sales
SO-184059,C0125,HYD001,2023-05-19,2023-05-26,Delivered,Advance,690500,191950.00000000003,882450.0,Field Sales
SO-337501,C0184,CHN001,2023-10-31,2023-11-09,Delivered,Net 15,1177460,327972.80000000005,1505432.8,Dealer Network
SO-939804,C0019,KOL001,2023-04-05,2023-04-10,Delivered,Net 15,845660,236568.8,1082228.8,Dealer Network
SO-493950,C0465,CHN001,2024-04-10,2024-04-19,Cancelled,Net 30,1789200,500976.00000000006,2290176.0,Counter Sale
SO-207371,C0195,KOL001,2021-06-08,2021-06-14,Delivered,Advance,1351130,361803.4,1712933.4,Counter Sale
SO-894521,C0035,CHN001,2021-01-24,2021-02-06,Delivered,Net 60,247290,69117.2,316407.2,Counter Sale
SO-908010,C0478,DEL001,2020-09-04,2020-09-17,Delivered,Net 30,1400410,388133.8000000001,1788543.8,Online
SO-799355,C0235,CHN001,2019-11-28,2019-12-06,Delivered,Net 30,666680,186382.4,853062.4,Field Sales
SO-528598,C0483,DEL001,2022-04-07,2022-04-14,Cancelled,Advance,879550,243184.00000000003,1122734.0,Online
SO-958660,C0483,DEL001,2023-05-30,2023-05-31,Delivered,Advance,25350,7098.000000000001,32448.0,Field Sales
SO-668825,C0304,DEL001,2023-06-19,2023-06-21,Delivered,Net 60,862680,240912.4,1103592.4,Field Sales
SO-646035,C0435,CHN001,2024-07-16,2024-07-28,Delivered,Net 45,1785380,497608.4,2282988.4,Counter Sale
SO-170650,C0077,DEL001,2021-09-06,2021-09-07,Delivered,Net 60,5199670,1448730.6,6648400.6,Field Sales
SO-402595,C0458,AHM001,2020-03-11,2020-03-22,Cancelled,Advance,262800,73584.0,336384.0,Counter Sale
SO-223845,C0082,AHM001,2023-04-27,2023-04-30,Delivered,Net 60,2481200,694736.0000000001,3175936.0,Dealer Network
SO-804635,C0188,PUN001,2023-01-19,2023-01-25,Delivered,Net 30,1215910,323533.80000000005,1539443.8,Online
SO-508917,C0198,AHM001,2024-05-09,2024-05-16,Delivered,Net 60,1988100,552228.0,2540328.0,Field Sales
SO-559944,C0291,HYD001,2022-08-31,2022-09-07,Delivered,Advance,3304830,914764.4,4219594.4,Online
SO-314980,C0205,CHN001,2024-07-23,2024-07-24,Delivered,Net 30,157000,28260.0,185260.0,Field Sales
SO-633833,C0310,CHN001,2022-03-30,2022-04-09,Delivered,Net 30,2627970,726859.6000000001,3354829.6,Counter Sale
SO-411396,C0085,CHN001,2023-06-20,2023-07-03,Cancelled,Net 45,1429600,388388.0,1817988.0,Dealer Network
SO-648087,C0280,PUN001,2022-09-16,2022-09-25,Delivered,Advance,93140,20990.200000000004,114130.2,Dealer Network
SO-247079,C0304,DEL001,2021-11-14,2021-11-21,Cancelled,Net 60,177450,49686.0,227136.0,Online
SO-881376,C0432,HYD001,2019-09-18,2019-09-20,Delivered,Net 30,528500,138215.0,666715.0,Field Sales
SO-717495,C0470,CHN001,2024-03-16,2024-03-18,Delivered,Net 45,175510,49111.80000000001,224621.8,Online
SO-979889,C0101,CHN001,2022-01-16,2022-01-22,Delivered,Net 60,1197330,324529.4,1521859.4,Counter Sale
SO-102988,C0070,AHM001,2020-05-10,2020-05-19,Delivered,Net 30,3483630,970368.4,4453998.4,Online
SO-820314,C0207,KOL001,2024-10-13,2024-10-24,Delivered,Net 30,1922750,536495.0,2459245.0,Counter Sale
SO-318887,C0224,KOL001,2019-01-30,2019-02-04,Delivered,Net 60,693600,188388.00000000003,881988.0,Dealer Network
SO-531338,C0158,KOL001,2022-08-13,2022-08-26,Delivered,Advance,4120960,1136872.8,5257832.8,Online
SO-444149,C0037,PUN001,2021-06-07,2021-06-10,Delivered,Advance,1717800,478484.00000000006,2196284.0,Online
SO-485854,C0037,PUN001,2022-06-24,2022-07-03,Delivered,Advance,1781890,484540.20000000007,2266430.2,Dealer Network
SO-638434,C0227,KOL001,2019-11-28,2019-12-03,Delivered,Advance,1033000,284980.00000000006,1317980.0,Dealer Network
SO-469197,C0250,PUN001,2019-03-08,2019-03-19,Delivered,Advance,1504440,410619.2,1915059.2,Online
SO-268042,C0277,PUN001,2020-01-12,2020-01-22,Delivered,Net 60,1252740,325693.2,1578433.2,Dealer Network
SO-659419,C0028,PUN001,2024-05-12,2024-05-17,Delivered,Net 45,3317300,928064.0,4245364.0,Counter Sale
SO-475242,C0099,PUN001,2019-02-16,2019-02-22,Delivered,Advance,1113800,311864.0,1425664.0,Dealer Network
SO-804820,C0268,PUN001,2021-12-17,2021-12-29,Delivered,Net 60,318400,89152.00000000001,407552.0,Online
SO-606420,C0462,CHN001,2022-11-29,2022-12-02,Delivered,Net 15,4590960,1273752.8,5864712.8,Online
SO-976999,C0257,DEL001,2021-05-05,2021-05-18,Delivered,Net 45,2149680,597922.4000000001,2747602.4,Counter Sale
SO-656340,C0224,KOL001,2024-10-31,2024-11-05,Delivered,Net 60,847200,235536.00000000003,1082736.0,Counter Sale
SO-774937,C0091,PUN001,2021-01-01,2021-01-10,Delivered,Net 45,1910680,534122.4,2444802.4,Dealer Network
SO-128350,C0110,CHN001,2021-11-22,2021-12-06,Delivered,Advance,286890,78590.2,365480.2,Dealer Network
SO-511673,C0196,KOL001,2021-07-24,2021-07-25,Delivered,Net 60,693530,191135.4,884665.4,Online
SO-400941,C0475,KOL001,2019-03-25,2019-03-29,Delivered,Net 45,1478700,394181.00000000006,1872881.0,Field Sales
SO-168054,C0116,DEL001,2019-02-16,2019-02-22,Delivered,Net 45,2271220,625359.6000000001,2896579.6,Online
SO-146450,C0295,KOL001,2022-02-23,2022-02-24,Cancelled,Net 45,2358250,641515.0000000001,2999765.0,Counter Sale
SO-289693,C0275,AHM001,2024-06-15,2024-06-17,Delivered,Net 15,706700,177416.0,884116.0,Online
SO-750490,C0254,AHM001,2020-06-15,2020-06-25,Delivered,Advance,1110510,292691.80000000005,1403201.8,Online
SO-821419,C0216,KOL001,2019-09-09,2019-09-15,Delivered,Advance,788600,220808.0,1009408.0,Online
SO-449610,C0112,HYD001,2022-05-23,2022-06-04,Delivered,Net 45,619120,163751.6,782871.6,Field Sales
SO-831706,C0458,AHM001,2021-10-18,2021-10-22,Delivered,Advance,376850,95313.0,472163.0,Field Sales
SO-177725,C0323,AHM001,2020-08-19,2020-08-23,Delivered,Advance,5011340,1382566.2000000002,6393906.199999999,Dealer Network
SO-860685,C0318,DEL001,2019-01-08,2019-01-19,Delivered,Net 45,2903500,812980.0000000001,3716480.0,Dealer Network
SO-451259,C0054,CHN001,2022-07-04,2022-07-19,Delivered,Net 15,1224150,325007.00000000006,1549157.0,Dealer Network
SO-428464,C0489,CHN001,2023-11-30,2023-12-10,Delivered,Net 30,4109790,1144112.2000000002,5253902.2,Online
SO-412671,C0312,PUN001,2024-08-26,2024-09-05,Delivered,Net 45,622550,172359.00000000003,794909.0,Dealer Network
SO-423869,C0102,KOL001,2024-01-16,2024-01-26,Delivered,Net 60,3962250,1089635.0,5051885.0,Online
SO-603777,C0499,PUN001,2020-04-21,2020-04-25,Delivered,Advance,1164660,314518.80000000005,1479178.8,Dealer Network
SO-823864,C0116,DEL001,2022-10-12,2022-10-19,Delivered,Net 45,368150,102142.0,470292.0,Counter Sale
SO-993316,C0074,KOL001,2020-08-13,2020-08-18,Delivered,Net 60,3237620,895411.6000000001,4133031.6,Dealer Network
SO-265630,C0225,DEL001,2021-11-09,2021-11-19,Delivered,Advance,895430,246302.4,1141732.4,Online
SO-869926,C0240,HYD001,2021-06-20,2021-06-26,Delivered,Net 30,2473000,688320.0000000001,3161320.0,Field Sales
SO-382752,C0399,CHN001,2019-03-01,2019-03-06,Delivered,Advance,29830,5369.4,35199.4,Online
SO-515111,C0010,CHN001,2023-01-20,2023-01-26,Delivered,Net 30,2994580,823534.4,3818114.4,Dealer Network
SO-278130,C0447,KOL001,2019-01-05,2019-01-10,Cancelled,Net 15,2833770,776398.6000000001,3610168.6,Dealer Network
SO-829516,C0237,HYD001,2021-01-12,2021-01-25,Delivered,Advance,1450,261.0,1711.0,Dealer Network
SO-425114,C0217,DEL001,2020-09-11,2020-09-22,Delivered,Net 60,315990,80303.20000000001,396293.2,Online
SO-186751,C0467,DEL001,2019-06-24,2019-06-27,Delivered,Net 15,2079880,581768.4,2661648.4,Field Sales
SO-358280,C0474,PUN001,2021-03-09,2021-03-13,Delivered,Net 45,492470,127324.60000000002,619794.6,Online
SO-179828,C0110,CHN001,2024-02-23,2024-02-28,Delivered,Advance,97740,24313.2,122053.2,Dealer Network
SO-175442,C0084,PUN001,2024-09-22,2024-09-30,Delivered,Net 60,711500,184940.0,896440.0,Field Sales
SO-590998,C0005,AHM001,2021-10-04,2021-10-06,Delivered,Net 30,2647200,730096.0000000001,3377296.0,Online
SO-375972,C0031,KOL001,2020-01-25,2020-02-04,Delivered,Advance,256700,66106.0,322806.0,Dealer Network
SO-853966,C0370,KOL001,2021-10-22,2021-10-31,Delivered,Net 30,2354950,658671.0000000001,3013621.0,Dealer Network
SO-502650,C0301,KOL001,2023-05-09,2023-05-19,Delivered,Advance,2056900,559242.0,2616142.0,Dealer Network
SO-904046,C0045,KOL001,2021-08-03,2021-08-04,Delivered,Net 60,2617070,728152.6000000001,3345222.6,Online
SO-574213,C0278,AHM001,2021-03-18,2021-03-24,Delivered,Net 45,1228500,341370.00000000006,1569870.0,Online
SO-915874,C0493,CHN001,2021-01-19,2021-01-25,Cancelled,Advance,472650,132342.0,604992.0,Field Sales
SO-715331,C0434,KOL001,2019-01-07,2019-01-12,Delivered,Net 15,3655310,1018515.8000000002,4673825.8,Dealer Network
SO-982994,C0372,HYD001,2019-08-12,2019-08-15,Delivered,Net 60,826450,218061.00000000003,1044511.0,Field Sales
SO-553774,C0279,CHN001,2021-03-05,2021-03-18,Delivered,Advance,1022520,258178.60000000003,1280698.6,Counter Sale
SO-772339,C0432,HYD001,2020-09-24,2020-10-06,Delivered,Net 30,2410990,673418.2000000002,3084408.2,Field Sales
SO-925497,C0268,PUN001,2023-09-03,2023-09-12,Delivered,Net 60,214470,59834.600000000006,274304.6,Online
SO-835724,C0330,KOL001,2019-10-19,2019-10-27,Cancelled,Net 30,250000,70000.00000000001,320000.0,Dealer Network
SO-514794,C0242,CHN001,2024-02-18,2024-02-22,Delivered,Advance,1791360,501364.8000000001,2292724.8,Counter Sale
SO-953101,C0317,HYD001,2023-11-01,2023-11-08,Cancelled,Net 60,1116750,312295.0,1429045.0,Field Sales
SO-262400,C0220,KOL001,2019-04-21,2019-05-03,Delivered,Net 60,22400,6272.000000000001,28672.0,Dealer Network
SO-455384,C0379,CHN001,2023-05-05,2023-05-18,Delivered,Advance,1023550,272319.00000000006,1295869.0,Field Sales
SO-538821,C0394,HYD001,2024-10-23,2024-11-03,Delivered,Net 45,2768080,761929.4000000001,3530009.4,Field Sales
SO-683587,C0465,CHN001,2022-02-22,2022-03-08,Delivered,Net 30,671700,188076.00000000003,859776.0,Online
SO-700522,C0467,DEL001,2024-01-14,2024-01-20,Delivered,Net 15,1716600,478908.00000000006,2195508.0,Dealer Network
SO-929025,C0013,AHM001,2020-07-20,2020-07-31,Delivered,Advance,3320650,909597.0,4230247.0,Dealer Network
SO-397449,C0388,PUN001,2020-11-02,2020-11-08,Delivered,Advance,543950,151851.00000000003,695801.0,Field Sales
SO-801702,C0318,DEL001,2022-03-29,2022-04-10,Cancelled,Net 45,251600,64328.00000000001,315928.0,Dealer Network
SO-954787,C0054,CHN001,2023-07-02,2023-07-14,Delivered,Net 15,1268370,341436.60000000003,1609806.6,Dealer Network
SO-996974,C0401,DEL001,2020-09-05,2020-09-15,Delivered,Net 60,188100,40428.0,228528.0,Field Sales
SO-283474,C0102,KOL001,2019-11-05,2019-11-14,Delivered,Net 60,11600,2088.0,13688.0,Counter Sale
SO-551640,C0125,HYD001,2024-01-28,2024-02-02,Delivered,Advance,159200,44576.00000000001,203776.0,Online
SO-117514,C0084,PUN001,2020-09-24,2020-09-26,Delivered,Net 60,1317450,368886.00000000006,1686336.0,Field Sales
SO-327618,C0182,KOL001,2020-10-05,2020-10-08,Delivered,Net 45,296440,80299.2,376739.2,Counter Sale
SO-465510,C0215,CHN001,2023-12-18,2024-01-02,Delivered,Net 15,1115250,311255.0,1426505.0,Dealer Network
SO-844172,C0151,KOL001,2024-08-13,2024-08-21,Delivered,Net 45,726050,187439.00000000003,913489.0,Counter Sale
SO-925192,C0292,AHM001,2022-02-19,2022-02-21,Delivered,Net 15,1094460,295882.80000000005,1390342.8,Counter Sale
SO-994410,C0288,DEL001,2019-07-10,2019-07-18,Cancelled,Net 30,52400,10277.0,62677.0,Dealer Network
SO-181169,C0123,KOL001,2022-12-25,2023-01-07,Delivered,Net 30,578600,142728.0,721328.0,Counter Sale
SO-855906,C0185,PUN001,2020-03-13,2020-03-23,Delivered,Advance,1729350,484218.00000000006,2213568.0,Field Sales
SO-193814,C0002,HYD001,2022-11-14,2022-11-16,Delivered,Advance,1806460,505232.8000000001,2311692.8,Counter Sale
SO-459679,C0383,PUN001,2019-12-29,2020-01-08,Delivered,Net 15,395250,99005.0,494255.0,Field Sales
SO-411565,C0494,CHN001,2024-03-15,2024-03-23,Delivered,Net 45,412100,110648.0,522748.0,Dealer Network
SO-777719,C0075,HYD001,2024-10-06,2024-10-11,Delivered,Net 45,1124250,298385.0,1422635.0,Online
SO-706369,C0034,PUN001,2019-02-02,2019-02-08,Delivered,Net 15,917700,247776.00000000003,1165476.0,Dealer Network
SO-503054,C0467,DEL001,2022-05-23,2022-06-07,Delivered,Net 15,864530,227055.4,1091585.4,Dealer Network
