payment_uid,payment_id,invoice_id,payment_date,payment_amount,payment_method,invoice_id_ambiguous
PAYUID-010549,PAY-125128,INV-504541,2024-12-03,1178634.19,Credit Card,False
PAYUID-010550,PAY-561483,INV-504541,2024-11-10,343185.98,Credit Card,False
PAYUID-010551,PAY-972869,INV-504541,2024-10-30,1135118.83,Cheque,False
PAYUID-010552,PAY-464392,INV-616756,2023-11-17,79104.0,Bank Transfer,False
PAYUID-010553,PAY-210989,INV-902368,2023-09-28,2107961.69,Credit Card,False
PAYUID-010554,PAY-380672,INV-902368,2023-09-22,3065708.31,Credit Card,False
PAYUID-010555,PAY-947368,INV-133782,2020-04-15,2817637.6,Credit Card,False
PAYUID-010556,PAY-920424,INV-839270,2021-12-11,693002.0,Bank Transfer,False
PAYUID-010557,PAY-801220,INV-957181,2019-10-02,33357.76,Cash,False
PAYUID-010558,PAY-475602,INV-374528,2021-07-20,2798468.2,Bank Transfer,False
PAYUID-010559,PAY-418157,INV-234622,2024-11-21,2307263.8,Cash,False
PAYUID-010560,PAY-139759,INV-333983,2023-05-29,675546.2,Credit Card,False
PAYUID-010561,PAY-621982,INV-773877,2020-10-28,3893898.9,Cheque,False
PAYUID-010562,PAY-819044,INV-773877,2020-11-01,797320.1,Bank Transfer,False
PAYUID-010563,PAY-619123,INV-707973,2020-05-20,553984.0,Cash,False
PAYUID-010564,PAY-630609,INV-188875,2021-06-28,581229.68,UPI,False
PAYUID-010565,PAY-581671,INV-956453,2021-01-25,14391.87,Cheque,False
PAYUID-010566,PAY-314146,INV-956453,2021-02-07,157521.6,UPI,False
PAYUID-010567,PAY-576250,INV-956453,2021-03-07,80374.52,UPI,False
PAYUID-010568,PAY-785085,INV-125697,2023-10-30,599524.61,Cash,False
PAYUID-010569,PAY-221571,INV-776886,2020-03-05,656814.4,Bank Transfer,False
PAYUID-010570,PAY-875531,INV-844115,2023-11-07,4470295.4,Credit Card,False
PAYUID-010571,PAY-436408,INV-113338,2023-11-01,1068367.06,Credit Card,False
PAYUID-010572,PAY-999369,INV-505280,2021-11-10,1679382.2,UPI,False
PAYUID-010573,PAY-793932,INV-706527,2022-12-31,1177163.0,Credit Card,True
PAYUID-010574,PAY-801466,INV-106596,2021-07-14,1540731.4,Cash,True
PAYUID-010575,PAY-263720,INV-325753,2020-08-08,2430047.34,Cash,False
PAYUID-010576,PAY-468939,INV-546820,2021-08-02,702616.85,Credit Card,False
PAYUID-010577,PAY-714105,INV-997057,2022-09-14,823624.6,Cash,False
PAYUID-010578,PAY-952431,INV-455936,2022-09-04,3282395.0,Bank Transfer,False
PAYUID-010579,PAY-271076,INV-573775,2019-09-02,889402.2,Credit Card,False
PAYUID-010580,PAY-601269,INV-780143,2022-06-10,1575522.4,Credit Card,False
PAYUID-010581,PAY-286626,INV-401744,2020-07-20,1679911.0,Cheque,False
PAYUID-010582,PAY-653973,INV-658304,2022-06-18,1944024.0,Credit Card,False
PAYUID-010583,PAY-202792,INV-879819,2023-08-15,493610.87,Cash,False
PAYUID-010584,PAY-172400,INV-879819,2023-09-17,1588852.53,Cash,False
PAYUID-010585,PAY-485178,INV-897058,2023-04-02,406685.72,Cash,False
PAYUID-010586,PAY-511735,INV-236753,2024-01-03,212845.0,Cheque,False
PAYUID-010587,PAY-895481,INV-625487,2021-09-15,595742.5,UPI,False
PAYUID-010588,PAY-875065,INV-851680,2023-11-28,953050.8,Credit Card,False
PAYUID-010589,PAY-597470,INV-530064,2023-09-11,4050249.8,Cheque,False
PAYUID-010590,PAY-297133,INV-341647,2022-07-30,710729.0,Credit Card,False
PAYUID-010591,PAY-922972,INV-443161,2021-12-24,213248.0,Cheque,False
PAYUID-010592,PAY-127306,INV-632186,2019-05-11,872117.02,Credit Card,False
PAYUID-010593,PAY-358399,INV-632186,2019-07-03,806801.78,Credit Card,False
PAYUID-010594,PAY-948618,INV-302368,2021-07-14,964535.0,Bank Transfer,False
PAYUID-010595,PAY-443735,INV-355940,2020-06-26,27376.0,Bank Transfer,False
PAYUID-010596,PAY-937059,INV-814485,2023-08-10,1180757.3,Cheque,False
PAYUID-010597,PAY-850008,INV-814485,2023-07-09,197905.7,Cash,False
PAYUID-010598,PAY-514614,INV-985828,2021-05-13,171956.0,Bank Transfer,False
PAYUID-010599,PAY-928474,INV-242013,2020-02-13,521284.8,UPI,False
PAYUID-010600,PAY-688849,INV-850719,2023-09-01,1310344.0,Bank Transfer,False
PAYUID-010601,PAY-530942,INV-804656,2023-03-18,176640.0,Bank Transfer,False
PAYUID-010602,PAY-510012,INV-511897,2022-06-02,42241.0,UPI,False
PAYUID-010603,PAY-713552,INV-894372,2020-11-22,675736.0,Credit Card,False
PAYUID-010604,PAY-820408,INV-665381,2020-08-21,2129644.0,Cash,False
PAYUID-010605,PAY-266361,INV-721978,2019-11-29,12520.28,Cheque,False
PAYUID-010606,PAY-364003,INV-683680,2022-10-21,2672266.0,Bank Transfer,False
PAYUID-010607,PAY-897186,INV-805594,2020-03-20,89969.88,Cash,False
PAYUID-010608,PAY-416290,INV-805594,2020-03-21,62594.86,UPI,False
PAYUID-010609,PAY-320367,INV-805594,2020-03-27,31307.26,Cash,False
PAYUID-010610,PAY-346471,INV-813657,2023-12-24,2548370.0,UPI,False
PAYUID-010611,PAY-667047,INV-891408,2019-05-02,3123521.6,Cheque,False
PAYUID-010612,PAY-655372,INV-841465,2020-08-13,735756.48,UPI,False
PAYUID-010613,PAY-286836,INV-792422,2021-08-19,2012561.0,Cash,False
PAYUID-010614,PAY-773318,INV-429994,2024-11-20,14464.0,UPI,False
PAYUID-010615,PAY-783677,INV-667945,2021-04-17,132473.39,Credit Card,False
PAYUID-010616,PAY-655203,INV-667945,2021-04-19,75116.9,Cash,False
PAYUID-010617,PAY-215140,INV-667945,2021-03-11,43608.11,Bank Transfer,False
PAYUID-010618,PAY-900085,INV-192456,2020-06-01,108237.0,UPI,False
PAYUID-010619,PAY-258620,INV-731944,2021-09-24,4664051.0,Cash,False
PAYUID-010620,PAY-279563,INV-349358,2021-02-07,20813.44,Cash,False
PAYUID-010621,PAY-298623,INV-349358,2020-12-19,30165.16,Cheque,False
PAYUID-010622,PAY-717186,INV-127659,2022-04-17,89517.37,Bank Transfer,False
PAYUID-010623,PAY-272254,INV-127659,2022-03-30,206866.04,UPI,False
PAYUID-010624,PAY-761128,INV-127659,2022-03-04,326240.59,Cheque,False
PAYUID-010625,PAY-921648,INV-713787,2023-06-02,11977.0,Cheque,False
PAYUID-010626,PAY-642551,INV-361717,2023-03-10,1405244.0,Credit Card,False
PAYUID-010627,PAY-736458,INV-306300,2020-07-10,1641019.4,UPI,False
PAYUID-010628,PAY-216195,INV-604745,2024-03-24,703852.0,Bank Transfer,False
PAYUID-010629,PAY-381205,INV-156673,2019-04-06,3437222.0,Bank Transfer,False
PAYUID-010630,PAY-557760,INV-482253,2024-06-12,176573.02,UPI,False
PAYUID-010631,PAY-662462,INV-482253,2024-06-11,362620.98,Credit Card,False
PAYUID-010632,PAY-212982,INV-909440,2022-06-24,2188836.83,UPI,False
PAYUID-010633,PAY-495921,INV-517888,2022-08-05,650133.6,Credit Card,False
PAYUID-010634,PAY-502276,INV-866801,2019-09-14,655739.53,Bank Transfer,False
PAYUID-010635,PAY-583337,INV-866801,2019-10-21,1351302.07,UPI,False
PAYUID-010636,PAY-428488,INV-148735,2019-09-05,1338705.52,Credit Card,False
PAYUID-010637,PAY-976187,INV-148735,2019-09-22,3167199.08,Credit Card,False
PAYUID-010638,PAY-758518,INV-278754,2021-02-06,859222.01,Credit Card,False
PAYUID-010639,PAY-142809,INV-278754,2021-01-31,909161.99,Cash,False
PAYUID-010640,PAY-501744,INV-965737,2024-01-28,2103683.14,UPI,False
PAYUID-010641,PAY-864281,INV-429729,2023-10-29,559860.0,Credit Card,False
PAYUID-010642,PAY-872695,INV-552646,2024-12-05,189718.88,Cash,False
PAYUID-010643,PAY-898019,INV-169506,2023-09-07,951534.0,Cheque,False
PAYUID-010644,PAY-420090,INV-606406,2022-08-26,1962857.4,Cheque,False
PAYUID-010645,PAY-669803,INV-436621,2020-08-11,1520233.67,Cheque,False
PAYUID-010646,PAY-201925,INV-871707,2024-12-08,748160.0,Credit Card,False
PAYUID-010647,PAY-376233,INV-702575,2020-04-19,255242.0,Bank Transfer,False
PAYUID-010648,PAY-946866,INV-233665,2022-10-23,1531727.6,Cash,False
PAYUID-010649,PAY-751436,INV-981469,2023-06-30,1555083.2,UPI,False
PAYUID-010650,PAY-357776,INV-262245,2021-10-29,1476341.0,Cheque,False
PAYUID-010651,PAY-804435,INV-927806,2023-03-06,5379707.8,Bank Transfer,False
PAYUID-010652,PAY-867605,INV-176209,2020-01-06,864987.0,Cheque,False
PAYUID-010653,PAY-602694,INV-117054,2024-10-29,4668705.6,Cheque,False
PAYUID-010654,PAY-169612,INV-764381,2020-03-27,716055.28,UPI,False
PAYUID-010655,PAY-934317,INV-764381,2020-04-14,120366.01,Cash,False
PAYUID-010656,PAY-658166,INV-764381,2020-03-15,419165.71,Bank Transfer,False
PAYUID-010657,PAY-523390,INV-210683,2023-01-01,203776.0,Cheque,False
PAYUID-010658,PAY-539840,INV-145885,2020-08-17,577731.2,Cheque,False
PAYUID-010659,PAY-774370,INV-879157,2024-11-10,984158.0,Cheque,False
PAYUID-010660,PAY-760706,INV-480009,2024-03-05,264714.4,Bank Transfer,False
PAYUID-010661,PAY-174845,INV-680542,2021-07-14,1055941.0,Cheque,False
PAYUID-010662,PAY-391532,INV-650866,2022-10-27,1578755.0,UPI,False
PAYUID-010663,PAY-380336,INV-157753,2022-01-01,266885.21,Bank Transfer,False
PAYUID-010664,PAY-108377,INV-157753,2021-12-20,101153.19,Cash,False
PAYUID-010665,PAY-280720,INV-157753,2021-12-13,154491.0,Credit Card,False
PAYUID-010666,PAY-972793,INV-912322,2019-11-25,1844009.4,Credit Card,False
PAYUID-010667,PAY-856417,INV-872626,2021-03-12,57856.0,Cheque,False
PAYUID-010668,PAY-869876,INV-863578,2024-05-18,10202.31,Bank Transfer,False
PAYUID-010669,PAY-853768,INV-863578,2024-05-10,5940.09,Cheque,False
PAYUID-010670,PAY-398583,INV-687820,2022-04-19,265899.59,Cash,False
PAYUID-010671,PAY-936294,INV-709307,2025-03-08,25293.62,Bank Transfer,False
PAYUID-010672,PAY-845915,INV-836924,2020-07-17,1599530.83,UPI,False
PAYUID-010673,PAY-341470,INV-302487,2024-02-05,1759646.8,Cash,False
PAYUID-010674,PAY-231287,INV-458578,2020-05-06,1278061.6,Cash,False
PAYUID-010675,PAY-585203,INV-251593,2019-04-28,448669.63,UPI,False
PAYUID-010676,PAY-446685,INV-251593,2019-05-07,436438.57,Credit Card,False
PAYUID-010677,PAY-852469,INV-227528,2021-06-27,899871.85,Cash,False
PAYUID-010678,PAY-778206,INV-897915,2021-12-31,4205112.2,UPI,False
PAYUID-010679,PAY-934522,INV-395401,2022-10-14,1375226.45,Credit Card,False
PAYUID-010680,PAY-883780,INV-462178,2022-02-20,1841911.8,Cheque,False
PAYUID-010681,PAY-655008,INV-154611,2019-11-05,822158.03,Cheque,False
PAYUID-010682,PAY-745488,INV-154611,2019-10-17,749945.13,UPI,False
PAYUID-010683,PAY-339203,INV-154611,2019-12-05,1820027.24,Cheque,False
PAYUID-010684,PAY-460910,INV-969343,2023-07-02,791262.0,UPI,False
PAYUID-010685,PAY-817413,INV-554039,2022-11-10,2254595.2,UPI,False
PAYUID-010686,PAY-851655,INV-428194,2024-10-11,1385934.8,UPI,False
PAYUID-010687,PAY-761473,INV-790895,2021-04-06,2961676.0,Credit Card,False
PAYUID-010688,PAY-258094,INV-142979,2023-05-15,725488.0,Credit Card,False
PAYUID-010689,PAY-110127,INV-497175,2020-12-26,1942915.2,Cheque,False
PAYUID-010690,PAY-474697,INV-336660,2023-06-05,6188822.4,UPI,False
PAYUID-010691,PAY-346888,INV-589191,2023-11-28,2008023.8,Credit Card,True
PAYUID-010692,PAY-709141,INV-633969,2019-05-28,1775810.4,Cheque,False
PAYUID-010693,PAY-998850,INV-983725,2019-03-23,393125.4,Cash,False
PAYUID-010694,PAY-747994,INV-830165,2023-01-01,1132.96,Bank Transfer,False
PAYUID-010695,PAY-318995,INV-830165,2023-02-04,21530.54,Cheque,False
PAYUID-010696,PAY-896154,INV-830165,2023-02-24,25239.49,Bank Transfer,False
PAYUID-010697,PAY-922304,INV-503927,2020-06-22,1607538.0,Cash,False
PAYUID-010698,PAY-408409,INV-199855,2022-04-05,2302959.4,Cash,False
PAYUID-010699,PAY-178082,INV-709521,2023-03-18,866661.6,Bank Transfer,False
PAYUID-010700,PAY-952383,INV-377398,2020-09-10,3050080.96,Cash,False
PAYUID-010701,PAY-622071,INV-843839,2019-08-27,230264.0,Cheque,False
PAYUID-010702,PAY-657546,INV-966227,2022-07-19,804825.77,Credit Card,False
PAYUID-010703,PAY-774110,INV-336632,2024-12-18,301081.25,UPI,False
PAYUID-010704,PAY-117590,INV-336632,2024-12-14,1724320.15,Cheque,False
PAYUID-010705,PAY-193262,INV-220594,2023-04-03,932097.0,Credit Card,False
PAYUID-010706,PAY-175873,INV-461434,2020-01-19,2746013.4,Credit Card,False
PAYUID-010707,PAY-807699,INV-688060,2020-01-12,3834.79,Credit Card,False
PAYUID-010708,PAY-955455,INV-688060,2020-01-16,1342.53,UPI,False
PAYUID-010709,PAY-636452,INV-688060,2020-02-12,345.09,Cash,False
PAYUID-010710,PAY-883812,INV-121073,2023-05-23,2667899.2,Credit Card,False
PAYUID-010711,PAY-743802,INV-772090,2023-09-11,310469.8,UPI,False
PAYUID-010712,PAY-898977,INV-445722,2020-12-12,7199572.6,UPI,False
PAYUID-010713,PAY-338917,INV-432457,2021-08-17,416238.27,UPI,False
PAYUID-010714,PAY-106372,INV-432457,2021-08-17,84718.13,Bank Transfer,False
PAYUID-010715,PAY-771168,INV-735213,2019-08-30,3049212.0,Credit Card,False
PAYUID-010716,PAY-862163,INV-321488,2024-10-17,200431.2,Bank Transfer,False
PAYUID-010717,PAY-391107,INV-923248,2023-02-07,1442109.0,UPI,False
PAYUID-010718,PAY-785758,INV-945477,2021-10-15,1687946.4,UPI,False
PAYUID-010719,PAY-995749,INV-472030,2023-09-06,3866812.8,Credit Card,False
PAYUID-010720,PAY-628086,INV-962941,2022-06-03,830825.15,Cash,False
PAYUID-010721,PAY-599031,INV-130642,2024-10-25,227584.0,Bank Transfer,False
PAYUID-010722,PAY-586172,INV-266840,2020-05-22,253121.8,Bank Transfer,True
PAYUID-010723,PAY-305681,INV-685824,2021-12-19,1423712.0,Bank Transfer,False
PAYUID-010724,PAY-634050,INV-130493,2023-02-13,584320.0,Cheque,False
PAYUID-010725,PAY-254815,INV-696416,2024-01-15,95622.07,Credit Card,False
PAYUID-010726,PAY-194487,INV-859602,2022-05-09,1311232.0,Cheque,False
PAYUID-010727,PAY-991157,INV-336294,2019-12-12,1742274.6,Cheque,False
PAYUID-010728,PAY-322830,INV-451531,2024-08-19,497520.39,Cheque,False
PAYUID-010729,PAY-908316,INV-295922,2023-04-24,887109.47,UPI,False
PAYUID-010730,PAY-726110,INV-810973,2024-06-04,3537565.8,Cash,False
PAYUID-010731,PAY-331448,INV-986285,2022-03-10,182336.0,UPI,False
PAYUID-010732,PAY-326001,INV-470666,2020-09-25,6959971.2,UPI,False
PAYUID-010733,PAY-324120,INV-835323,2024-11-24,38587.09,Bank Transfer,False
PAYUID-010734,PAY-322699,INV-835323,2024-12-31,2325253.26,Cheque,False
PAYUID-010735,PAY-474921,INV-835323,2024-12-07,2957716.44,Cash,False
PAYUID-010736,PAY-801828,INV-463513,2022-10-10,4857563.8,UPI,False
PAYUID-010737,PAY-395953,INV-213615,2022-02-18,468523.1,Cheque,False
PAYUID-010738,PAY-284270,INV-213615,2022-03-21,335269.1,Bank Transfer,False
PAYUID-010739,PAY-673215,INV-791387,2020-04-28,4104304.33,UPI,False
PAYUID-010740,PAY-297345,INV-268322,2023-07-21,723279.94,UPI,False
PAYUID-010741,PAY-172343,INV-482119,2021-10-29,2504094.75,UPI,False
PAYUID-010742,PAY-939284,INV-847858,2020-02-22,1178950.2,Cash,False
PAYUID-010743,PAY-832202,INV-671474,2020-05-30,432301.55,Bank Transfer,False
PAYUID-010744,PAY-586644,INV-671474,2020-06-28,289733.45,UPI,False
PAYUID-010745,PAY-321853,INV-235992,2021-04-29,163389.47,Credit Card,False
PAYUID-010746,PAY-911552,INV-103397,2023-11-02,204022.51,Bank Transfer,False
PAYUID-010747,PAY-171624,INV-744367,2024-10-30,537400.0,Bank Transfer,False
PAYUID-010748,PAY-467777,INV-744367,2024-10-16,373140.46,UPI,False
PAYUID-010749,PAY-738312,INV-744367,2024-12-15,419763.54,Bank Transfer,False
PAYUID-010750,PAY-447049,INV-741715,2024-09-26,134653.07,UPI,False
PAYUID-010751,PAY-613719,INV-784161,2023-06-11,3157711.0,Cash,False
PAYUID-010752,PAY-679738,INV-808900,2022-09-18,2787008.4,Cheque,False
PAYUID-010753,PAY-570090,INV-465045,2020-02-11,260678.4,Bank Transfer,False
PAYUID-010754,PAY-941749,INV-104894,2024-03-14,57831.13,Bank Transfer,False
PAYUID-010755,PAY-192956,INV-104894,2024-02-28,1059218.07,Cheque,False
PAYUID-010756,PAY-867719,INV-124441,2024-03-10,83898.0,Bank Transfer,False
PAYUID-010757,PAY-676608,INV-257970,2020-08-13,937149.0,Cheque,False
PAYUID-010758,PAY-332555,INV-747972,2024-08-12,741474.2,Cash,False
PAYUID-010759,PAY-284148,INV-444514,2022-04-20,73509.52,Bank Transfer,False
PAYUID-010760,PAY-470357,INV-444514,2022-05-23,290690.2,Bank Transfer,False
PAYUID-010761,PAY-247157,INV-444514,2022-04-26,246608.28,Credit Card,False
PAYUID-010762,PAY-794136,INV-708137,2020-05-02,1543373.6,Cash,False
PAYUID-010763,PAY-781828,INV-758092,2022-08-12,91689.09,UPI,False
PAYUID-010764,PAY-310430,INV-397158,2021-10-11,6006162.0,Cheque,False
PAYUID-010765,PAY-576335,INV-740448,2022-06-15,488885.0,Credit Card,False
PAYUID-010766,PAY-534028,INV-661456,2023-08-23,705510.46,UPI,True
PAYUID-010767,PAY-105624,INV-661456,2023-08-24,387254.06,Credit Card,True
PAYUID-010768,PAY-429651,INV-661456,2023-07-12,1443824.49,UPI,True
PAYUID-010769,PAY-447531,INV-458508,2024-07-03,3392513.2,Cash,False
PAYUID-010770,PAY-206427,INV-194677,2024-10-05,112821.95,Credit Card,False
PAYUID-010771,PAY-860766,INV-194677,2024-09-27,460535.05,Bank Transfer,False
PAYUID-010772,PAY-626789,INV-131020,2022-01-23,2000909.6,UPI,False
PAYUID-010773,PAY-402779,INV-762229,2019-03-17,1744493.6,Credit Card,False
PAYUID-010774,PAY-894256,INV-987204,2023-12-13,423014.4,Cash,False
PAYUID-010775,PAY-441553,INV-444253,2023-01-24,3059065.0,UPI,False
PAYUID-010776,PAY-802564,INV-855990,2021-07-29,1466502.0,Cheque,False
PAYUID-010777,PAY-626913,INV-273776,2023-07-20,91260.0,Cheque,False
PAYUID-010778,PAY-665206,INV-599641,2023-05-11,3211315.6,Cash,False
PAYUID-010779,PAY-404019,INV-572334,2020-05-14,2265409.4,Bank Transfer,False
PAYUID-010780,PAY-888606,INV-462433,2023-10-24,332787.11,UPI,False
PAYUID-010781,PAY-683049,INV-462433,2023-10-12,267975.95,UPI,False
PAYUID-010782,PAY-455833,INV-462433,2023-09-26,2210558.14,Bank Transfer,False
PAYUID-010783,PAY-155156,INV-526197,2024-08-19,2074360.6,Cash,False
PAYUID-010784,PAY-501750,INV-130489,2022-09-27,1081192.68,Cheque,False
PAYUID-010785,PAY-653558,INV-666594,2022-01-29,325202.72,UPI,False
PAYUID-010786,PAY-938856,INV-158415,2023-05-29,1162776.8,Credit Card,False
PAYUID-010787,PAY-628568,INV-356863,2022-06-21,54051.94,UPI,False
PAYUID-010788,PAY-761776,INV-356863,2022-06-20,61026.51,Credit Card,False
PAYUID-010789,PAY-216650,INV-356863,2022-07-14,579301.55,Cheque,False
PAYUID-010790,PAY-799132,INV-923607,2020-07-01,171900.2,Cheque,False
PAYUID-010791,PAY-556172,INV-738815,2023-01-22,200137.25,Credit Card,False
PAYUID-010792,PAY-662154,INV-382197,2024-08-22,570010.0,Credit Card,False
PAYUID-010793,PAY-218641,INV-787065,2020-10-01,1176164.8,Cash,False
PAYUID-010794,PAY-511853,INV-406125,2021-11-06,2732109.6,Cash,False
PAYUID-010795,PAY-104102,INV-734398,2020-08-22,2923904.6,UPI,False
PAYUID-010796,PAY-137971,INV-188425,2020-03-30,324480.0,Credit Card,False
PAYUID-010797,PAY-563396,INV-115828,2024-05-11,3010280.0,Cash,False
PAYUID-010798,PAY-868546,INV-487867,2019-03-30,219520.0,Credit Card,False
PAYUID-010799,PAY-805655,INV-735641,2020-05-06,717839.6,UPI,False
PAYUID-010800,PAY-408171,INV-341709,2021-07-23,1026163.0,UPI,True
PAYUID-010801,PAY-913132,INV-715066,2023-07-14,1220589.0,Credit Card,False
PAYUID-010802,PAY-455976,INV-682518,2021-10-06,354753.0,Cheque,False
PAYUID-010803,PAY-347334,INV-684156,2021-04-25,75808.76,Bank Transfer,False
PAYUID-010804,PAY-332460,INV-978389,2021-10-21,470406.01,Bank Transfer,False
PAYUID-010805,PAY-235195,INV-170783,2023-10-22,297862.95,Bank Transfer,False
PAYUID-010806,PAY-996975,INV-259914,2021-12-04,1417456.0,Cash,False
PAYUID-010807,PAY-975986,INV-297882,2020-06-11,247296.0,Cash,False
PAYUID-010808,PAY-912165,INV-197611,2019-07-08,887724.4,Credit Card,False
PAYUID-010809,PAY-192293,INV-382614,2024-12-17,2412820.76,Credit Card,False
PAYUID-010810,PAY-584974,INV-535230,2023-09-01,392289.84,Credit Card,False
PAYUID-010811,PAY-347973,INV-897669,2024-06-03,1961613.4,Cash,False
PAYUID-010812,PAY-216859,INV-821198,2021-03-15,856925.76,Cash,False
PAYUID-010813,PAY-899710,INV-821198,2021-03-19,116429.48,Credit Card,False
PAYUID-010814,PAY-276011,INV-821198,2021-03-30,176350.76,Credit Card,False
PAYUID-010815,PAY-694613,INV-122207,2019-11-22,1196044.61,Bank Transfer,False
PAYUID-010816,PAY-270001,INV-325573,2022-12-24,960402.3,Bank Transfer,False
PAYUID-010817,PAY-333751,INV-304992,2024-08-30,1262164.7,UPI,False
PAYUID-010818,PAY-148533,INV-745067,2020-03-28,5404488.8,Cash,False
PAYUID-010819,PAY-246335,INV-586100,2024-12-16,1112662.86,Cheque,False
PAYUID-010820,PAY-290431,INV-586100,2024-12-19,32549.09,UPI,False
PAYUID-010821,PAY-454155,INV-586100,2024-12-20,1828856.05,Bank Transfer,False
PAYUID-010822,PAY-980898,INV-944275,2020-10-08,3202606.6,Credit Card,False
PAYUID-010823,PAY-791650,INV-872686,2019-12-03,950274.82,Credit Card,False
PAYUID-010824,PAY-432161,INV-574626,2023-05-08,1154001.93,Cash,False
PAYUID-010825,PAY-656036,INV-414608,2024-03-12,3797863.0,Cash,True
PAYUID-010826,PAY-779871,INV-695361,2023-05-28,264196.0,Credit Card,False
PAYUID-010827,PAY-921556,INV-963481,2024-08-28,1916156.0,Cheque,False
PAYUID-010828,PAY-340473,INV-710268,2024-03-20,1181440.0,Bank Transfer,False
PAYUID-010829,PAY-501836,INV-786137,2020-07-06,84090.68,Credit Card,False
PAYUID-010830,PAY-748593,INV-786137,2020-07-05,314304.52,Credit Card,False
PAYUID-010831,PAY-116611,INV-865239,2020-09-18,3701950.6,Cash,True
PAYUID-010832,PAY-715176,INV-984207,2024-10-13,303245.7,Cheque,False
PAYUID-010833,PAY-813881,INV-984207,2024-10-23,315113.19,Bank Transfer,False
PAYUID-010834,PAY-351870,INV-984207,2024-10-30,838025.1,Bank Transfer,False
PAYUID-010835,PAY-980482,INV-226210,2024-06-20,287823.98,Credit Card,False
PAYUID-010836,PAY-464988,INV-222778,2024-12-03,188146.0,Bank Transfer,False
PAYUID-010837,PAY-186191,INV-320812,2019-08-04,615763.2,Cash,False
PAYUID-010838,PAY-945140,INV-401290,2023-11-01,74767.58,UPI,False
PAYUID-010839,PAY-591000,INV-401290,2023-11-24,2013316.42,Bank Transfer,False
PAYUID-010840,PAY-889740,INV-205231,2024-04-07,1182720.0,Cash,False
PAYUID-010841,PAY-137009,INV-797057,2019-03-14,1514254.12,Credit Card,False
PAYUID-010842,PAY-660901,INV-797057,2019-04-06,422893.88,Credit Card,False
PAYUID-010843,PAY-582055,INV-565929,2020-05-21,498874.2,Credit Card,False
PAYUID-010844,PAY-234050,INV-337640,2023-11-07,29087.0,UPI,False
PAYUID-010845,PAY-563010,INV-796153,2022-06-20,190654.86,Cash,False
PAYUID-010846,PAY-247266,INV-271123,2021-02-12,906855.81,Cash,False
PAYUID-010847,PAY-551762,INV-955248,2019-04-26,991734.29,Cheque,False
PAYUID-010848,PAY-823642,INV-166462,2019-07-31,1404240.8,Bank Transfer,False
PAYUID-010849,PAY-643856,INV-187434,2024-03-15,138055.66,Bank Transfer,False
PAYUID-010850,PAY-653623,INV-187434,2024-03-06,107283.34,UPI,False
PAYUID-010851,PAY-516425,INV-888701,2021-07-09,3107652.0,Cash,False
PAYUID-010852,PAY-891421,INV-423344,2023-12-08,459221.64,Cheque,False
PAYUID-010853,PAY-595978,INV-423344,2023-12-12,883583.36,Cheque,False
PAYUID-010854,PAY-362152,INV-770772,2021-04-05,383414.63,Cheque,False
PAYUID-010855,PAY-183418,INV-626125,2022-10-02,123545.96,Cheque,False
PAYUID-010856,PAY-907005,INV-626125,2022-10-29,1483585.39,UPI,False
PAYUID-010857,PAY-914633,INV-626125,2022-09-15,3041446.64,Cash,False
PAYUID-010858,PAY-852152,INV-496626,2022-10-01,261605.72,Bank Transfer,False
PAYUID-010859,PAY-396591,INV-872209,2024-03-03,367744.0,Bank Transfer,False
PAYUID-010860,PAY-581584,INV-335272,2021-04-01,302526.27,UPI,False
PAYUID-010861,PAY-426203,INV-519459,2021-03-03,1021312.0,UPI,False
PAYUID-010862,PAY-366714,INV-804631,2019-11-17,1147266.0,Cash,False
PAYUID-010863,PAY-338343,INV-587237,2019-04-04,807619.2,Bank Transfer,False
PAYUID-010864,PAY-639160,INV-263956,2019-05-11,2759446.4,Credit Card,False
PAYUID-010865,PAY-359007,INV-816521,2023-09-23,13593.6,Bank Transfer,False
PAYUID-010866,PAY-231932,INV-586231,2022-06-30,423936.0,Cheque,False
PAYUID-010867,PAY-617416,INV-805895,2023-04-05,340836.0,Cheque,False
PAYUID-010868,PAY-183733,INV-710248,2024-01-26,65920.0,Cheque,False
PAYUID-010869,PAY-740066,INV-924614,2022-07-02,798819.2,Credit Card,False
PAYUID-010870,PAY-149433,INV-298309,2022-06-14,237952.0,Cash,False
PAYUID-010871,PAY-983525,INV-412058,2022-01-21,1320132.0,UPI,False
PAYUID-010872,PAY-320433,INV-961301,2025-01-04,255162.0,Bank Transfer,False
PAYUID-010873,PAY-282134,INV-358074,2020-07-23,1464738.0,Cash,False
PAYUID-010874,PAY-945175,INV-495478,2020-07-23,1164542.6,UPI,False
PAYUID-010875,PAY-153895,INV-344286,2020-03-05,1950290.8,Cheque,False
PAYUID-010876,PAY-139764,INV-523410,2024-01-24,2933252.0,Cheque,False
PAYUID-010877,PAY-395191,INV-681872,2022-07-04,447185.25,UPI,False
PAYUID-010878,PAY-196406,INV-226868,2023-05-06,1697229.6,UPI,False
PAYUID-010879,PAY-658294,INV-623890,2022-06-16,2204317.4,Bank Transfer,False
PAYUID-010880,PAY-666265,INV-897560,2024-06-15,107368.2,Cheque,False
PAYUID-010881,PAY-581129,INV-242248,2024-12-20,1744239.0,Bank Transfer,False
