po_id,supplier_id,branch_id,order_date,expected_delivery_date,received_date,po_status,total_cost,total_gst_amount,grand_total
PO-267037,SUP0005,KOL001,2019-02-02,2019-03-02,2019-03-02,Received,13284855.8,3713913.044,16998768.844
PO-109818,SUP0003,KOL001,2020-04-17,2020-05-03,2020-05-03,Received,1716217.62,473494.51860000007,2189712.1386
PO-202885,SUP0006,CHN001,2021-03-28,2021-04-07,,Cancelled,17522691.13,4824592.1484,22347283.2784
PO-648091,SUP0005,DEL001,2019-04-08,2019-05-06,2019-05-06,Received,3983469.18,1085501.4424,5068970.6224
PO-519652,SUP0007,KOL001,2022-07-21,2022-08-02,2022-08-02,Received,11188638.58,2926513.2894000006,14115151.8694
PO-811738,SUP0003,PUN001,2024-01-03,2024-01-19,2024-01-19,Received,1236717.36,346280.8608000001,1582998.2208000002
PO-830360,SUP0007,PUN001,2023-11-07,2023-11-19,2023-11-19,Received,20609015.28,5539633.5454,26148648.8254
PO-451466,SUP0005,KOL001,2022-08-24,2022-09-21,2022-09-21,Received,3260822.52,870966.2626,4131788.7826
PO-469065,SUP0005,AHM001,2024-01-14,2024-02-11,2024-02-17,Received,21980939.14,6073808.275200001,28054747.4152
PO-141180,SUP0003,HYD001,2024-05-09,2024-05-25,,Cancelled,1072096.66,252152.6878,1324249.3478
PO-965062,SUP0004,KOL001,2019-12-27,2020-01-14,2020-01-14,Received,2521247.26,705949.2328000001,3227196.4928
PO-989202,SUP0008,PUN001,2023-07-16,2023-08-11,2023-08-11,Received,345687.48,90082.9674,435770.4474
PO-958800,SUP0004,PUN001,2019-07-20,2019-08-07,2019-08-07,Received,13118222.28,3656529.9184,16774752.1984
PO-719337,SUP0006,KOL001,2020-06-25,2020-07-05,2020-07-05,Received,5693309.88,1550870.3604,7244180.2404
PO-854284,SUP0001,CHN001,2024-07-23,2024-08-11,2024-08-11,Received,8674003.229999999,2350092.5274000005,11024095.7574
PO-159308,SUP0005,CHN001,2020-10-27,2020-11-24,2020-11-24,Received,15669116.35,4383578.363000001,20052694.713000003
PO-222553,SUP0001,KOL001,2021-04-07,2021-04-26,2021-05-03,Received,4392512.46,1193472.0788000005,5585984.5388
PO-614877,SUP0002,CHN001,2023-08-20,2023-08-30,2023-08-30,Received,41480844.86,11597782.2608,53078627.1208
PO-662604,SUP0001,PUN001,2019-05-11,2019-05-30,2019-05-30,Received,26901478.86,7519866.2448,34421345.1048
PO-235362,SUP0006,PUN001,2020-04-18,2020-04-28,2020-04-28,Received,33897465.92,9404204.735600002,43301670.6556
PO-634584,SUP0008,AHM001,2021-01-17,2021-02-12,2021-02-12,Received,3528671.3400000003,988027.9752,4516699.315200001
PO-222953,SUP0003,AHM001,2022-02-12,2022-02-28,2022-02-28,Received,68364.01,12305.5218,80669.5318
PO-203059,SUP0007,KOL001,2020-09-07,2020-09-19,2020-09-19,Received,8500073.45,2112597.838,10612671.288
PO-556706,SUP0001,PUN001,2019-02-21,2019-03-12,2019-03-12,Received,7369888.17,2027149.5556,9397037.7256
PO-236623,SUP0006,CHN001,2020-12-17,2020-12-27,2020-12-27,Received,9319523.97,2516020.0526,11835544.0226
PO-792088,SUP0007,HYD001,2022-01-28,2022-02-09,2022-02-09,Received,889916.0700000001,249176.49960000004,1139092.5696
PO-960348,SUP0007,DEL001,2022-07-06,2022-07-18,2022-07-18,Received,16921681.62,4697899.7646,21619581.3846
PO-531008,SUP0007,PUN001,2020-06-03,2020-06-15,2020-06-15,Received,7921500.71,2209798.9908000003,10131299.7008
PO-224783,SUP0002,AHM001,2021-04-22,2021-05-02,2021-04-29,Received,8213213.800000001,2299699.8640000005,10512913.664
PO-782264,SUP0003,HYD001,2024-09-11,2024-09-27,2024-09-27,Received,781588.31,140685.8958,922274.2058
PO-128144,SUP0003,HYD001,2024-07-27,2024-08-12,2024-08-12,Received,49762971.870000005,13785302.823600002,63548274.6936
PO-841825,SUP0001,DEL001,2020-03-30,2020-04-18,2020-04-18,Received,28022789.5,7819202.569,35841992.069000006
PO-459433,SUP0002,PUN001,2023-02-09,2023-02-19,2023-02-19,Received,32466448.35,9079196.254,41545644.604
PO-224996,SUP0001,PUN001,2021-07-16,2021-08-04,2021-08-04,Received,21750030.46,5736454.8968,27486485.3568
PO-707639,SUP0002,AHM001,2020-05-07,2020-05-17,2020-05-17,Received,9830362.98,2738229.1014000005,12568592.0814
PO-610577,SUP0007,HYD001,2023-05-28,2023-06-09,2023-06-09,Received,23223942.660000004,6473140.208800001,29697082.868800003
PO-247428,SUP0002,KOL001,2022-09-12,2022-09-22,2022-09-22,Received,6928257.09,1929222.0012000003,8857479.091200002
PO-379819,SUP0007,PUN001,2024-09-23,2024-10-05,2024-10-05,Received,119355.61,21484.0098,140839.6198
PO-677382,SUP0005,DEL001,2020-10-11,2020-11-08,2020-11-08,Received,17721105.450000003,4755774.571,22476880.021
PO-799085,SUP0001,PUN001,2023-10-08,2023-10-27,2023-10-27,Received,74214251.49,20760060.8822,94974312.3722
PO-138157,SUP0002,PUN001,2021-12-05,2021-12-15,2021-12-15,Received,4548317.84,1214651.4792000004,5762969.319200001
PO-168626,SUP0001,DEL001,2019-10-05,2019-10-24,2019-10-24,Received,9965417.42,2729961.8106000004,12695379.2306
PO-525011,SUP0001,CHN001,2022-08-30,2022-09-18,2022-09-18,Received,6041406.24,1684069.9232000003,7725476.1632
PO-268526,SUP0003,HYD001,2021-04-05,2021-04-21,2021-04-21,Received,22253579.56,6177355.4328000005,28430934.9928
PO-986400,SUP0004,DEL001,2024-03-23,2024-04-10,2024-04-10,Received,12697714.720000004,3491870.4536000006,16189585.1736
PO-366800,SUP0008,KOL001,2023-12-04,2023-12-30,2023-12-29,Received,18827986.09,5271836.105200001,24099822.1952
PO-591117,SUP0004,KOL001,2019-05-15,2019-06-02,,Cancelled,99762.0,17957.16,117719.16
PO-363708,SUP0008,DEL001,2022-03-24,2022-04-19,2022-04-19,Received,6955915.3,1905139.796,8861055.096
PO-214160,SUP0008,DEL001,2021-04-30,2021-05-26,2021-05-25,Received,55310951.75,15448603.553000003,70759555.303
PO-304236,SUP0006,CHN001,2024-08-08,2024-08-18,2024-08-18,Received,9026587.71,2497318.0218,11523905.7318
PO-220771,SUP0006,CHN001,2022-12-09,2022-12-19,2022-12-19,Received,6890903.47,1885700.9806,8776604.4506
PO-255403,SUP0005,DEL001,2024-06-04,2024-07-02,,Cancelled,25097162.46,6964421.553800001,32061584.013800003
PO-598284,SUP0001,PUN001,2024-02-03,2024-02-22,,Cancelled,25465095.16,7019580.260800001,32484675.420800004
PO-347049,SUP0005,CHN001,2023-05-22,2023-06-19,2023-06-19,Received,19639578.45,5340030.399,24979608.849000003
PO-100707,SUP0006,DEL001,2021-07-03,2021-07-13,2021-07-13,Received,1589124.48,444954.8544,2034079.3344
PO-332861,SUP0005,PUN001,2024-02-23,2024-03-22,2024-03-22,Received,22741286.99,6222610.058200001,28963897.048200004
PO-491575,SUP0008,PUN001,2023-02-10,2023-03-08,2023-03-08,Received,14948692.04,3857332.281200001,18806024.3212
PO-241802,SUP0008,PUN001,2022-08-20,2022-09-15,2022-09-16,Received,27756099.82,7656518.621600001,35412618.4416
PO-240345,SUP0007,DEL001,2023-03-26,2023-04-07,2023-04-12,Received,13977489.52,3859372.5296,17836862.0496
PO-842062,SUP0002,CHN001,2024-06-02,2024-06-12,2024-06-12,Received,46882087.04,12899258.1902,59781345.2302
PO-377594,SUP0006,DEL001,2019-11-07,2019-11-17,2019-11-17,Received,8012436.109999999,2187413.7748,10199849.884799998
PO-515264,SUP0007,HYD001,2022-01-22,2022-02-03,2022-02-03,Received,9552119.66,2424586.6008,11976706.2608
PO-765529,SUP0003,KOL001,2024-11-21,2024-12-07,2024-12-07,Received,27992419.86,7713465.495800001,35705885.355799995
PO-629220,SUP0008,KOL001,2019-11-20,2019-12-16,2019-12-16,Received,928818.02,167187.2436,1096005.2636
PO-445165,SUP0006,AHM001,2022-10-10,2022-10-20,2022-10-20,Received,20507334.33,5635236.1824,26142570.5124
PO-750279,SUP0004,DEL001,2022-08-24,2022-09-11,2022-09-11,Received,17011038.630000003,4745025.942400001,21756064.5724
PO-921181,SUP0002,CHN001,2019-08-26,2019-09-05,2019-09-05,Received,36659935.940000005,10232561.2982,46892497.2382
PO-346398,SUP0004,AHM001,2020-02-03,2020-02-21,2020-02-21,Received,43176032.150000006,12012110.19,55188142.34
PO-267969,SUP0008,DEL001,2023-02-23,2023-03-21,2023-03-21,Received,9144407.18,2553489.0004000003,11697896.1804
PO-790343,SUP0004,HYD001,2019-11-19,2019-12-07,2019-12-07,Received,12471706.9,3299953.852,15771660.752000002
PO-239390,SUP0008,HYD001,2021-04-02,2021-04-28,2021-04-28,Received,36976487.04,10331786.5552,47308273.5952
PO-219468,SUP0006,AHM001,2023-07-26,2023-08-05,2023-08-05,Received,1371213.5099999998,366138.3098000001,1737351.8197999997
PO-135537,SUP0001,AHM001,2024-12-08,2024-12-27,2024-12-27,Received,1114794.4300000002,291087.14440000005,1405881.5744
PO-838645,SUP0008,KOL001,2021-10-12,2021-11-07,2021-11-07,Received,12857018.819999998,3381032.4436,16238051.2636
PO-643561,SUP0005,CHN001,2022-12-03,2022-12-31,2022-12-31,Received,19228429.07,5260953.990600001,24489383.0606
PO-946764,SUP0003,AHM001,2024-10-06,2024-10-22,2024-10-22,Received,6865219.22,1893171.6716,8758390.8916
PO-252535,SUP0005,CHN001,2019-07-29,2019-08-26,2019-08-26,Received,8174038.27,2202610.7326,10376649.0026
PO-318468,SUP0004,HYD001,2019-05-08,2019-05-26,2019-05-26,Received,16345882.72,4459977.071600001,20805859.791600004
PO-813824,SUP0008,HYD001,2021-01-09,2021-02-04,2021-02-04,Received,17975720.43,5031856.2804000005,23007576.7104
PO-807608,SUP0003,HYD001,2024-09-16,2024-10-02,2024-10-02,Received,8313903.460000001,2142976.5448000003,10456880.0048
PO-368069,SUP0007,KOL001,2022-08-21,2022-09-02,2022-09-02,Received,3476425.62,972623.1456,4449048.7656
PO-266603,SUP0007,HYD001,2024-05-18,2024-05-30,2024-05-30,Received,29560704.59,8266888.1932000015,37827592.7832
PO-530246,SUP0003,DEL001,2020-02-11,2020-02-27,2020-02-27,Received,8939869.95,2266835.176,11206705.126
PO-241226,SUP0002,HYD001,2022-06-09,2022-06-19,2022-06-19,Received,7126726.53,1775954.6804000002,8902681.2104
PO-328540,SUP0006,CHN001,2023-01-11,2023-01-21,2023-01-21,Received,14287108.0,3824234.068,18111342.068
PO-633366,SUP0001,CHN001,2023-06-15,2023-07-04,2023-07-04,Received,42679023.75,11932961.85,54611985.6
PO-347521,SUP0003,CHN001,2020-04-04,2020-04-20,2020-04-20,Received,10836362.22,3034181.4216,13870543.6416
PO-725021,SUP0007,AHM001,2022-10-03,2022-10-15,2022-10-16,Received,1313161.76,364056.4368,1677218.1968
PO-924158,SUP0006,PUN001,2019-05-10,2019-05-20,2019-05-20,Received,18057067.42,4984962.984600001,23042030.4046
PO-884381,SUP0005,CHN001,2024-07-21,2024-08-18,,Cancelled,17963103.09,4997800.0432,22960903.1332
PO-672608,SUP0008,HYD001,2021-12-10,2022-01-05,2022-01-05,Received,10158073.87,2844260.6836000006,13002334.553600002
PO-366995,SUP0005,HYD001,2021-08-20,2021-09-17,2021-09-22,Received,80042.2,14407.596,94449.796
PO-858785,SUP0008,PUN001,2020-09-13,2020-10-09,2020-10-09,Received,18385000.45,4892837.082,23277837.532
PO-659473,SUP0008,AHM001,2021-05-11,2021-06-06,2021-06-06,Received,23164530.65,6421852.062000001,29586382.712
PO-337756,SUP0003,DEL001,2022-12-12,2022-12-28,2022-12-28,Received,21380059.99,5986416.7972,27366476.7872
PO-197044,SUP0004,KOL001,2021-11-05,2021-11-23,2021-11-23,Received,23956626.37,6640881.470600001,30597507.840600003
PO-338765,SUP0002,AHM001,2022-05-06,2022-05-16,2022-05-16,Received,33086586.58,9249044.5704,42335631.1504
PO-181643,SUP0008,KOL001,2021-03-09,2021-04-04,2021-04-11,Received,9181445.0,2567929.5600000005,11749374.56
PO-375191,SUP0003,AHM001,2022-11-06,2022-11-22,2022-11-22,Received,29779755.31,8322159.4528,38101914.7628
PO-888916,SUP0002,AHM001,2021-01-14,2021-01-24,2021-01-24,Received,13352437.8,3576369.2350000003,16928807.035
PO-499495,SUP0002,HYD001,2019-04-01,2019-04-11,2019-04-11,Received,52637473.12,14530456.2416,67167929.3616
PO-665629,SUP0005,KOL001,2023-08-19,2023-09-16,2023-09-16,Received,3513287.51,922597.3638,4435884.873799999
PO-433301,SUP0002,CHN001,2023-09-03,2023-09-13,2023-09-13,Received,43239018.26,12071789.9618,55310808.2218
PO-185819,SUP0006,CHN001,2022-04-24,2022-05-04,2022-05-04,Received,9637529.61,2536634.9208000004,12174164.5308
PO-185762,SUP0008,HYD001,2023-04-01,2023-04-27,2023-05-04,Received,29836381.950000003,8327125.413000002,38163507.363000005
PO-272459,SUP0008,DEL001,2023-03-01,2023-03-27,2023-03-27,Received,11642354.91,3091267.7388000004,14733622.6488
PO-635480,SUP0003,PUN001,2023-01-16,2023-02-01,2023-02-01,Received,56868197.72,15622921.1056,72491118.8256
PO-225679,SUP0004,PUN001,2024-07-10,2024-07-28,2024-08-02,Received,9311152.48,2607122.6944000004,11918275.174400002
PO-200248,SUP0008,HYD001,2024-08-26,2024-09-21,,Cancelled,18535517.630000003,4985557.2914,23521074.921400003
PO-933576,SUP0003,HYD001,2019-10-16,2019-11-01,,Cancelled,1896623.42,518072.6636,2414696.0836
PO-866915,SUP0006,CHN001,2019-03-17,2019-03-27,,Cancelled,10965513.75,2891709.564,13857223.314
PO-824674,SUP0004,KOL001,2024-02-23,2024-03-12,2024-03-12,Received,7867516.79,2201518.7612,10069035.5512
PO-172925,SUP0001,HYD001,2019-10-14,2019-11-02,2019-11-02,Received,11163317.29,2971680.8812,14134998.171200002
PO-431737,SUP0007,PUN001,2022-10-16,2022-10-28,2022-10-28,Received,24021400.53,6481102.4724,30502503.0024
PO-359800,SUP0008,PUN001,2024-02-05,2024-03-02,2024-03-02,Received,134405.46,24192.9828,158598.4428
PO-293721,SUP0004,AHM001,2021-10-01,2021-10-19,2021-10-19,Received,10544430.98,2952440.6744,13496871.654399998
PO-776577,SUP0003,PUN001,2019-12-04,2019-12-20,2019-12-20,Received,5502679.69,1540750.3132000002,7043430.0032
PO-264854,SUP0004,AHM001,2021-09-20,2021-10-08,,Cancelled,4957281.32,1312781.4576,6270062.777600001
PO-840866,SUP0007,PUN001,2020-01-12,2020-01-24,2020-01-24,Received,47620643.92,13333780.2976,60954424.2176
PO-467946,SUP0004,HYD001,2019-11-22,2019-12-10,2019-12-16,Received,11993345.01,3127670.3218,15121015.3318
PO-632501,SUP0001,PUN001,2023-10-10,2023-10-29,2023-10-26,Received,15833463.49,4428863.4932,20262326.9832
PO-897579,SUP0003,CHN001,2022-06-24,2022-07-10,2022-07-10,Received,13571465.98,3698896.4384,17270362.4184
PO-341164,SUP0004,PUN001,2022-01-19,2022-02-06,,Cancelled,10142911.64,2638983.4052000004,12781895.0452
PO-238859,SUP0003,DEL001,2023-02-10,2023-02-26,2023-02-26,Received,13967683.589999998,3834302.2702,17801985.8602
PO-540626,SUP0008,PUN001,2021-01-21,2021-02-16,2021-02-16,Received,20454410.6,5676617.166,26131027.765999995
PO-247995,SUP0006,KOL001,2019-08-20,2019-08-30,2019-09-02,Received,88309.2,15895.656,104204.856
PO-486598,SUP0004,KOL001,2021-10-16,2021-11-03,2021-11-03,Received,11795239.16,3294030.2408000003,15089269.4008
PO-924507,SUP0004,CHN001,2022-07-16,2022-08-03,,Cancelled,2551218.01,714341.0428000002,3265559.0528000006
PO-999665,SUP0008,CHN001,2023-08-13,2023-09-08,2023-09-08,Received,4370012.449999999,1214822.259,5584834.709
PO-942163,SUP0007,AHM001,2023-07-31,2023-08-12,2023-08-12,Received,13064298.85,3642878.496,16707177.346
PO-318543,SUP0004,PUN001,2020-09-07,2020-09-25,,Cancelled,26059361.39,7270164.4972,33329525.8872
PO-854396,SUP0003,HYD001,2022-07-05,2022-07-21,2022-07-21,Received,33874918.07,9423632.0676,43298550.1376
PO-302338,SUP0002,AHM001,2021-12-22,2022-01-01,2022-01-01,Received,9488545.34,2581483.9152000006,12070029.2552
PO-788005,SUP0004,DEL001,2023-04-08,2023-04-26,2023-04-26,Received,15487830.8,4009298.969000001,19497129.769
PO-236932,SUP0003,CHN001,2020-05-17,2020-06-02,2020-06-02,Received,10025653.51,2686110.7278,12711764.2378
PO-134136,SUP0003,HYD001,2024-05-11,2024-05-27,2024-05-27,Received,12105257.41,3322370.7248,15427628.1348
PO-494782,SUP0002,HYD001,2020-05-27,2020-06-06,2020-06-06,Received,19099014.21,5292744.757800001,24391758.9678
PO-590052,SUP0007,DEL001,2021-06-25,2021-07-07,2021-07-07,Received,72966679.49,20355352.2672,93322031.7572
PO-422135,SUP0005,DEL001,2021-10-07,2021-11-04,2021-11-04,Received,32137758.32,8666862.0536,40804620.373600006
PO-687548,SUP0002,KOL001,2024-06-16,2024-06-26,2024-06-26,Received,31928998.68,8891049.6604,40820048.3404
PO-282838,SUP0004,CHN001,2021-01-21,2021-02-08,2021-02-08,Received,28429407.1,7819907.825,36249314.925
PO-714276,SUP0007,PUN001,2023-09-12,2023-09-24,,Cancelled,21072830.75,5648719.001000001,26721549.751
PO-645829,SUP0005,HYD001,2020-11-29,2020-12-27,2020-12-27,Received,3046083.01,826861.7528,3872944.7628
PO-427463,SUP0003,AHM001,2020-02-08,2020-02-24,2020-02-24,Received,10333817.62,2806645.075600001,13140462.6956
PO-543111,SUP0002,HYD001,2020-12-16,2020-12-26,2020-12-26,Received,19336459.27,5251002.6456,24587461.9156
PO-178693,SUP0002,PUN001,2023-11-09,2023-11-19,2023-11-19,Received,23124538.08,6316971.958400001,29441510.0384
PO-322524,SUP0008,CHN001,2019-02-08,2019-03-06,2019-03-06,Received,8418560.19,2256376.5992,10674936.7892
PO-729296,SUP0002,HYD001,2023-06-26,2023-07-06,2023-07-06,Received,15641815.46,4168309.9208,19810125.3808
PO-745307,SUP0001,KOL001,2020-12-23,2021-01-11,2021-01-11,Received,3410956.09,955067.7052,4366023.7952
PO-819668,SUP0007,DEL001,2023-06-28,2023-07-10,2023-07-10,Received,13798228.22,3625615.6026,17423843.8226
PO-504939,SUP0006,CHN001,2019-03-18,2019-03-28,2019-03-28,Received,18828930.45,5114310.365,23943240.815
PO-199418,SUP0007,PUN001,2023-06-02,2023-06-14,2023-06-14,Received,5107123.42,1414228.3526,6521351.7726
PO-659462,SUP0002,HYD001,2021-12-12,2021-12-22,2021-12-22,Received,24792525.82,6770580.8226000015,31563106.642600004
PO-448255,SUP0001,DEL001,2024-05-14,2024-06-02,2024-06-02,Received,40107230.63,11119248.9334,51226479.5634
PO-326056,SUP0003,PUN001,2021-04-24,2021-05-10,2021-05-10,Received,3218339.9200000004,901135.1776000002,4119475.0976
PO-734413,SUP0008,DEL001,2020-08-02,2020-08-28,2020-08-28,Received,2873758.38,703985.9404000001,3577744.3204
PO-179192,SUP0003,PUN001,2020-11-01,2020-11-17,,Cancelled,13154207.02,3639675.9606,16793882.9806
PO-958746,SUP0001,DEL001,2022-07-05,2022-07-24,2022-07-24,Received,18838686.0,5274832.08,24113518.08
PO-769801,SUP0004,CHN001,2023-09-08,2023-09-26,2023-09-26,Received,3780660.96,1058585.0688000002,4839246.0288
PO-862662,SUP0005,HYD001,2021-04-27,2021-05-25,2021-05-25,Received,8659078.5,2371593.16,11030671.66
PO-509992,SUP0002,KOL001,2022-12-10,2022-12-20,2022-12-20,Received,7252772.31,1653724.7658000002,8906497.0758
PO-452647,SUP0002,HYD001,2019-10-25,2019-11-04,2019-11-04,Received,3404542.5,953271.9,4357814.4
PO-925127,SUP0007,KOL001,2023-01-04,2023-01-16,2023-01-16,Received,8567520.45,2154811.7750000004,10722332.225
PO-512128,SUP0002,DEL001,2019-07-22,2019-08-01,,Cancelled,38538657.120000005,10739337.235600002,49277994.35560001
PO-613308,SUP0006,HYD001,2022-02-09,2022-02-19,2022-02-19,Received,21404208.9,5913674.850000001,27317883.75
PO-628940,SUP0002,PUN001,2020-02-11,2020-02-21,2020-02-24,Received,244080.95,43934.571,288015.521
PO-595782,SUP0002,CHN001,2019-06-11,2019-06-21,2019-06-21,Received,2761236.93,773146.3404000001,3534383.2704000003
PO-826559,SUP0008,DEL001,2024-01-27,2024-02-22,2024-02-22,Received,24702473.4,6898630.372000001,31601103.772
PO-411327,SUP0001,AHM001,2022-07-30,2022-08-18,2022-08-15,Received,13882800.13,3878498.8554,17761298.9854
PO-737292,SUP0007,KOL001,2020-05-30,2020-06-11,2020-06-11,Received,529870.29,95376.6522,625246.9422
PO-524737,SUP0004,HYD001,2019-09-15,2019-10-03,2019-10-03,Received,7682543.42,2102382.1876,9784925.6076
PO-423078,SUP0006,AHM001,2021-08-10,2021-08-20,2021-08-20,Received,31704947.43,8871946.1124,40576893.5424
PO-870062,SUP0006,AHM001,2021-03-01,2021-03-11,2021-03-11,Received,185047.65,33308.577000000005,218356.227
PO-689564,SUP0001,PUN001,2019-08-23,2019-09-11,2019-09-11,Received,14439708.44,3725708.3552,18165416.7952
PO-751807,SUP0008,PUN001,2019-11-23,2019-12-19,,Cancelled,2698220.2299999995,741380.4714,3439600.7014
PO-294061,SUP0005,PUN001,2023-07-07,2023-08-04,2023-08-04,Received,178397.55,32111.559,210509.109
PO-791108,SUP0007,PUN001,2020-04-30,2020-05-12,2020-05-09,Received,2049873.12,573964.4736,2623837.5936
PO-362925,SUP0001,CHN001,2020-02-28,2020-03-18,2020-03-18,Received,39003312.61,10780957.1898,49784269.7998
PO-467501,SUP0003,PUN001,2024-10-04,2024-10-20,2024-10-20,Received,21715358.05,6050443.552,27765801.60200001
PO-318361,SUP0008,KOL001,2021-05-22,2021-06-17,2021-06-17,Received,9908110.09,2719959.9692,12628070.0592
PO-320282,SUP0002,HYD001,2023-10-21,2023-10-31,2023-11-05,Received,16392146.47,4550258.107600001,20942404.5776
PO-492340,SUP0008,KOL001,2020-09-06,2020-10-02,2020-10-02,Received,11848989.63,3094994.2494,14943983.879400002
PO-483886,SUP0008,AHM001,2020-04-19,2020-05-15,2020-05-15,Received,14404061.83,3978046.4974,18382108.327400003
PO-582827,SUP0003,HYD001,2024-09-16,2024-10-02,2024-10-02,Received,21768594.82,6091366.021600001,27859960.8416
PO-519321,SUP0004,KOL001,2022-12-15,2023-01-02,2022-12-31,Received,7506480.760000001,2012999.0478000003,9519479.8078
PO-678075,SUP0007,HYD001,2019-03-20,2019-04-01,2019-04-01,Received,17277590.3,4675753.196,21953343.496000003
PO-631475,SUP0001,CHN001,2021-05-04,2021-05-23,2021-05-23,Received,17128564.96,4782955.5838,21911520.5438
PO-727202,SUP0003,CHN001,2019-06-03,2019-06-19,2019-06-19,Received,9183717.27,2388621.1696,11572338.4396
PO-647807,SUP0005,KOL001,2020-09-18,2020-10-16,2020-10-16,Received,3084844.48,722673.8624,3807518.3424
PO-253502,SUP0007,KOL001,2021-09-22,2021-10-04,2021-10-04,Received,19410150.99,5312061.2412,24722212.2312
PO-563813,SUP0007,PUN001,2021-07-12,2021-07-24,2021-07-24,Received,559204.91,100656.8838,659861.7938
PO-701529,SUP0001,AHM001,2020-01-14,2020-02-02,2020-02-02,Received,6373456.76,1693091.6778,8066548.437799999
PO-980593,SUP0002,DEL001,2024-03-25,2024-04-04,2024-04-04,Received,19783373.08,5459718.9224000005,25243092.0024
PO-676743,SUP0007,HYD001,2020-04-09,2020-04-21,2020-04-21,Received,15487426.27,4308036.7236,19795462.9936
PO-594854,SUP0007,CHN001,2019-10-18,2019-10-30,2019-10-30,Received,7019769.43,1754960.0764,8774729.5064
PO-332260,SUP0001,CHN001,2024-04-07,2024-04-26,2024-04-26,Received,16549415.5,4598033.82,21147449.32
PO-934533,SUP0005,CHN001,2020-08-10,2020-09-07,2020-09-10,Received,31152140.0,8322501.49,39474641.49
PO-993581,SUP0008,AHM001,2020-07-02,2020-07-28,2020-07-28,Received,919249.92,257389.97760000004,1176639.8976
PO-846058,SUP0008,KOL001,2022-07-13,2022-08-08,2022-08-08,Received,7098788.34,1937517.1272,9036305.4672
PO-253072,SUP0004,HYD001,2019-02-12,2019-03-02,2019-03-02,Received,37545575.11,10413334.385800002,47958909.4958
PO-857218,SUP0007,KOL001,2024-02-27,2024-03-10,2024-03-10,Received,28541452.11,7865467.616800001,36406919.7268
PO-954663,SUP0007,DEL001,2021-05-05,2021-05-17,2021-05-17,Received,13212580.03,3612355.874400001,16824935.904400002
PO-631104,SUP0003,CHN001,2019-02-06,2019-02-22,2019-02-22,Received,13704626.88,3788131.0554,17492757.9354
PO-166299,SUP0003,HYD001,2024-01-16,2024-02-01,2024-02-07,Received,3838254.94,758197.3652,4596452.3052
PO-870259,SUP0003,PUN001,2024-11-10,2024-11-26,2024-11-26,Received,244491.52,56673.9576,301165.4776
PO-742601,SUP0004,DEL001,2024-05-13,2024-05-31,,Cancelled,17056618.05,4767651.294000001,21824269.344
PO-643686,SUP0008,KOL001,2019-04-23,2019-05-19,2019-05-19,Received,1607178.3199999998,402233.5696000001,2009411.8896
PO-635455,SUP0003,PUN001,2021-11-10,2021-11-26,2021-11-26,Received,7521282.26,2098830.1168,9620112.3768
PO-109208,SUP0006,AHM001,2023-11-25,2023-12-05,2023-12-05,Received,3352092.43,800513.5994000001,4152606.0294
PO-803030,SUP0004,KOL001,2019-07-04,2019-07-22,,Cancelled,13635159.82,3747526.2986,17382686.1186
PO-163450,SUP0004,HYD001,2024-07-04,2024-07-22,2024-07-22,Received,11156179.44,3105266.8752000006,14261446.3152
PO-646049,SUP0002,AHM001,2024-04-13,2024-04-23,2024-04-23,Received,29285387.16,8073224.628799999,37358611.7888
PO-644291,SUP0008,KOL001,2022-06-09,2022-07-05,2022-07-05,Received,7570973.7,2053278.236,9624251.936
PO-491045,SUP0004,DEL001,2022-04-21,2022-05-09,2022-05-09,Received,4808446.16,1115644.2068,5924090.366800001
PO-307407,SUP0003,AHM001,2022-03-17,2022-04-02,2022-04-06,Received,4716658.46,1156488.6738,5873147.1338
PO-554994,SUP0005,PUN001,2021-04-11,2021-05-09,2021-05-09,Received,16371476.92,4542550.982600001,20914027.9026
PO-994762,SUP0006,HYD001,2023-01-28,2023-02-07,,Cancelled,20299012.3,5612539.23,25911551.53
PO-985746,SUP0001,CHN001,2019-01-28,2019-02-16,2019-02-16,Received,4899163.6,1354260.042,6253423.642000001
PO-228252,SUP0003,HYD001,2021-09-09,2021-09-25,2021-09-25,Received,2590075.22,466213.5396,3056288.7596
PO-146184,SUP0001,CHN001,2020-07-30,2020-08-18,2020-08-18,Received,17894889.65,4981585.422,22876475.072
PO-603403,SUP0007,PUN001,2021-03-11,2021-03-23,2021-03-23,Received,27367664.95,7357091.366,34724756.316
PO-634268,SUP0005,HYD001,2019-08-14,2019-09-11,2019-09-11,Received,5034493.899999999,1401982.272,6436476.171999999
PO-909786,SUP0005,DEL001,2022-01-17,2022-02-14,2022-02-17,Received,14316587.69,3986387.923200001,18302975.6132
PO-877233,SUP0006,HYD001,2019-12-22,2020-01-01,2020-01-01,Received,9838549.75,2520394.879,12358944.629
PO-811594,SUP0007,AHM001,2019-02-05,2019-02-17,2019-02-17,Received,7604671.720000001,2123479.7416000003,9728151.4616
PO-483225,SUP0008,AHM001,2021-10-26,2021-11-21,2021-11-21,Received,180900.06,32562.0108,213462.0708
PO-613027,SUP0001,HYD001,2024-03-19,2024-04-07,2024-04-07,Received,19210817.27,5142310.035600001,24353127.3056
PO-331164,SUP0003,AHM001,2023-02-09,2023-02-25,2023-02-25,Received,23447699.06,6292852.536800001,29740551.5968
