so_id,line_number,product_id,quantity,unit_price,gst_rate,line_total,gst_amount,line_grand_total
SO-130266,9,P011,9,27600,28,248400,69552.0,317952.0
SO-843228,1,P001,4,24500,28,98000,27440.000000000004,125440.0
SO-843228,2,P027,17,480,18,8160,1468.8,9628.8
SO-736931,1,P007,4,1450,18,5800,1044.0,6844.0
SO-736931,2,P010,12,34900,28,418800,117264.0,536064.0
SO-736931,3,P008,7,580,18,4060,730.8,4790.8
SO-736931,4,P003,19,1250,18,23750,4275.0,28025.0
SO-736931,5,P016,4,10200,18,40800,7344.0,48144.0
SO-736931,6,P013,17,1450,18,24650,4437.0,29087.0
SO-515031,1,P011,15,27600,28,414000,115920.0,529920.0
SO-515031,2,P010,9,34900,28,314100,87948.00000000001,402048.0
SO-515031,3,P001,6,24500,28,147000,41160.00000000001,188160.0
SO-515031,4,P028,2,2250,18,4500,810.0,5310.0
SO-515031,5,P018,11,11300,28,124300,34804.0,159104.0
SO-515031,6,P014,12,83500,28,1002000,280560.0,1282560.0
SO-866370,1,P019,3,39800,28,119400,33432.0,152832.0
SO-866370,2,P020,8,1150,18,9200,1656.0,10856.0
SO-866370,3,P004,13,39800,28,517400,144872.0,662272.0
SO-866370,4,P001,3,24500,28,73500,20580.000000000004,94080.0
SO-866370,5,P010,16,34900,28,558400,156352.00000000003,714752.0
SO-866370,6,P019,20,39800,28,796000,222880.00000000003,1018880.0
SO-866370,7,P017,16,520,18,8320,1497.6,9817.6
SO-866370,8,P019,18,39800,28,716400,200592.00000000003,916992.0
SO-866370,9,P003,10,1250,18,12500,2250.0,14750.0
SO-866370,10,P023,15,12950,28,194250,54390.00000000001,248640.0
SO-866370,11,P017,12,520,18,6240,1123.2,7363.2
SO-760906,1,P030,13,21900,28,284700,79716.00000000001,364416.0
SO-760906,2,P012,8,2450,28,19600,5488.000000000001,25088.0
SO-760906,3,P003,4,1250,18,5000,900.0,5900.0
SO-760906,4,P011,9,27600,28,248400,69552.0,317952.0
SO-760906,5,P028,20,2250,18,45000,8100.0,53100.0
SO-832669,1,P024,20,10300,28,206000,57680.00000000001,263680.0
SO-832669,2,P015,3,119000,28,357000,99960.0,456960.0
SO-832669,3,P006,11,11200,28,123200,34496.0,157696.0
SO-832669,4,P010,12,34900,28,418800,117264.0,536064.0
SO-629153,1,P008,6,580,18,3480,626.4,4106.4
SO-629153,2,P020,6,1150,18,6900,1242.0,8142.0
SO-629153,3,P009,13,14900,28,193700,54236.00000000001,247936.0
SO-299193,1,P019,1,39800,28,39800,11144.000000000002,50944.0
SO-299193,2,P024,19,10300,28,195700,54796.00000000001,250496.0
SO-299193,3,P005,15,8450,28,126750,35490.0,162240.0
SO-299193,4,P004,11,39800,28,437800,122584.0,560384.0
SO-299193,5,P013,16,1450,18,23200,4176.0,27376.0
SO-299193,6,P001,19,24500,28,465500,130340.0,595840.0
SO-299193,7,P028,11,2250,18,24750,4455.0,29205.0
SO-299193,8,P007,4,1450,18,5800,1044.0,6844.0
SO-843355,1,P015,8,119000,28,952000,266560.0,1218560.0
SO-843355,2,P020,15,1150,18,17250,3105.0,20355.0
SO-843355,3,P012,2,2450,28,4900,1372.0000000000002,6272.0
SO-843355,4,P026,1,310,18,310,55.8,365.8
SO-843355,5,P007,9,1450,18,13050,2349.0,15399.0
SO-843355,6,P030,1,21900,28,21900,6132.000000000001,28032.0
SO-843355,7,P021,7,46200,28,323400,90552.0,413952.0
SO-843355,8,P027,1,480,18,480,86.39999999999999,566.4
SO-843355,9,P010,12,34900,28,418800,117264.0,536064.0
SO-843355,10,P020,17,1150,18,19550,3519.0,23069.0
SO-843355,11,P011,17,27600,28,469200,131376.0,600576.0
SO-948538,1,P028,18,2250,18,40500,7290.0,47790.0
SO-948538,2,P007,19,1450,18,27550,4959.0,32509.0
SO-948538,3,P002,8,720,18,5760,1036.8,6796.8
SO-948538,4,P011,1,27600,28,27600,7728.000000000001,35328.0
SO-948538,5,P020,19,1150,18,21850,3933.0,25783.0
SO-948538,6,P018,15,11300,28,169500,47460.00000000001,216960.0
SO-948538,7,P012,9,2450,28,22050,6174.000000000001,28224.0
SO-223152,1,P026,16,310,18,4960,892.8,5852.8
SO-223152,2,P027,15,480,18,7200,1296.0,8496.0
SO-223152,3,P023,11,12950,28,142450,39886.00000000001,182336.0
SO-223152,4,P029,13,3950,18,51350,9243.0,60593.0
SO-223152,5,P030,11,21900,28,240900,67452.0,308352.0
SO-223152,6,P018,6,11300,28,67800,18984.0,86784.0
SO-223152,7,P018,20,11300,28,226000,63280.00000000001,289280.0
SO-223152,8,P020,4,1150,18,4600,828.0,5428.0
SO-223152,9,P017,18,520,18,9360,1684.8,11044.8
SO-223152,10,P009,8,14900,28,119200,33376.0,152576.0
SO-798461,1,P023,13,12950,28,168350,47138.00000000001,215488.0
SO-798461,2,P020,8,1150,18,9200,1656.0,10856.0
SO-798461,3,P013,11,1450,18,15950,2871.0,18821.0
SO-798461,4,P030,1,21900,28,21900,6132.000000000001,28032.0
SO-798461,5,P027,10,480,18,4800,864.0,5664.0
SO-297878,1,P027,11,480,18,5280,950.4,6230.4
SO-297878,2,P002,14,720,18,10080,1814.4,11894.4
SO-297878,3,P019,13,39800,28,517400,144872.0,662272.0
SO-297878,4,P002,1,720,18,720,129.6,849.6
SO-297878,5,P004,12,39800,28,477600,133728.0,611328.0
SO-297878,6,P013,6,1450,18,8700,1566.0,10266.0
SO-297878,7,P004,3,39800,28,119400,33432.0,152832.0
SO-297878,8,P008,15,580,18,8700,1566.0,10266.0
SO-297878,9,P016,4,10200,18,40800,7344.0,48144.0
SO-297878,10,P029,18,3950,18,71100,12798.0,83898.0
SO-798423,1,P009,14,14900,28,208600,58408.00000000001,267008.0
SO-798423,2,P021,2,46200,28,92400,25872.000000000004,118272.0
SO-798423,3,P028,20,2250,18,45000,8100.0,53100.0
SO-798423,4,P009,9,14900,28,134100,37548.0,171648.0
SO-798423,5,P014,20,83500,28,1670000,467600.00000000006,2137600.0
SO-896936,1,P006,6,11200,28,67200,18816.0,86016.0
SO-896936,2,P004,16,39800,28,636800,178304.00000000003,815104.0
SO-896936,3,P021,1,46200,28,46200,12936.000000000002,59136.0
SO-896936,4,P022,4,16900,28,67600,18928.0,86528.0
SO-896936,5,P003,9,1250,18,11250,2025.0,13275.0
SO-896936,6,P026,4,310,18,1240,223.2,1463.2
SO-379187,1,P002,7,720,18,5040,907.2,5947.2
SO-379187,2,P029,11,3950,18,43450,7821.0,51271.0
SO-379187,3,P010,17,34900,28,593300,166124.00000000003,759424.0
SO-379187,4,P020,8,1150,18,9200,1656.0,10856.0
SO-379187,5,P013,20,1450,18,29000,5220.0,34220.0
SO-379187,6,P020,16,1150,18,18400,3312.0,21712.0
SO-379187,7,P012,20,2450,28,49000,13720.000000000002,62720.0
SO-379187,8,P006,14,11200,28,156800,43904.00000000001,200704.0
SO-379187,9,P018,17,11300,28,192100,53788.00000000001,245888.0
SO-379187,10,P013,3,1450,18,4350,783.0,5133.0
SO-379187,11,P018,5,11300,28,56500,15820.000000000002,72320.0
SO-379187,12,P030,7,21900,28,153300,42924.00000000001,196224.0
SO-363889,1,P008,19,580,18,11020,1983.6,13003.6
SO-363889,2,P002,2,720,18,1440,259.2,1699.2
SO-363889,3,P012,20,2450,28,49000,13720.000000000002,62720.0
SO-363889,4,P020,16,1150,18,18400,3312.0,21712.0
SO-363889,5,P028,16,2250,18,36000,6480.0,42480.0
SO-363889,6,P007,9,1450,18,13050,2349.0,15399.0
SO-363889,7,P028,3,2250,18,6750,1215.0,7965.0
SO-646483,1,P023,14,12950,28,181300,50764.00000000001,232064.0
SO-646483,2,P009,9,14900,28,134100,37548.0,171648.0
SO-528929,1,P030,20,21900,28,438000,122640.0,560640.0
SO-528929,2,P004,11,39800,28,437800,122584.0,560384.0
SO-528929,3,P023,4,12950,28,51800,14504.000000000002,66304.0
SO-965658,1,P009,17,14900,28,253300,70924.0,324224.0
SO-965658,2,P017,20,520,18,10400,1872.0,12272.0
SO-965658,3,P021,12,46200,28,554400,155232.00000000003,709632.0
SO-965658,4,P005,12,8450,28,101400,28392.000000000004,129792.0
SO-188384,1,P030,18,21900,28,394200,110376.0,504576.0
SO-188384,2,P012,2,2450,28,4900,1372.0000000000002,6272.0
SO-188384,3,P010,15,34900,28,523500,146580.0,670080.0
SO-188384,4,P029,17,3950,18,67150,12087.0,79237.0
SO-188384,5,P001,12,24500,28,294000,82320.00000000001,376320.0
SO-188384,6,P018,20,11300,28,226000,63280.00000000001,289280.0
SO-188384,7,P018,4,11300,28,45200,12656.000000000002,57856.0
SO-188384,8,P015,13,119000,28,1547000,433160.00000000006,1980160.0
SO-188384,9,P003,8,1250,18,10000,1800.0,11800.0
SO-188384,10,P029,14,3950,18,55300,9954.0,65254.0
SO-188384,11,P003,12,1250,18,15000,2700.0,17700.0
SO-188384,12,P011,2,27600,28,55200,15456.000000000002,70656.0
SO-600724,1,P004,15,39800,28,597000,167160.00000000003,764160.0
SO-202888,1,P003,20,1250,18,25000,4500.0,29500.0
SO-202888,2,P002,8,720,18,5760,1036.8,6796.8
SO-202888,3,P001,9,24500,28,220500,61740.00000000001,282240.0
SO-202888,4,P021,20,46200,28,924000,258720.00000000003,1182720.0
SO-202888,5,P017,19,520,18,9880,1778.4,11658.4
SO-511667,1,P009,2,14900,28,29800,8344.0,38144.0
SO-511667,2,P026,11,310,18,3410,613.8,4023.8
SO-787713,1,P007,4,1450,18,5800,1044.0,6844.0
SO-787713,2,P016,15,10200,18,153000,27540.0,180540.0
SO-787713,3,P012,12,2450,28,29400,8232.0,37632.0
SO-787713,4,P004,16,39800,28,636800,178304.00000000003,815104.0
SO-787713,5,P026,8,310,18,2480,446.4,2926.4
SO-291492,1,P019,13,39800,28,517400,144872.0,662272.0
SO-291492,2,P022,13,16900,28,219700,61516.00000000001,281216.0
SO-291492,3,P005,4,8450,28,33800,9464.0,43264.0
SO-291492,4,P021,6,46200,28,277200,77616.00000000001,354816.0
SO-291492,5,P023,18,12950,28,233100,65268.00000000001,298368.0
SO-291492,6,P003,2,1250,18,2500,450.0,2950.0
SO-291492,7,P008,14,580,18,8120,1461.6,9581.6
SO-291492,8,P010,16,34900,28,558400,156352.00000000003,714752.0
SO-291492,9,P027,2,480,18,960,172.79999999999998,1132.8
SO-291492,10,P016,19,10200,18,193800,34884.0,228684.0
SO-594043,1,P012,17,2450,28,41650,11662.000000000002,53312.0
SO-594043,2,P004,8,39800,28,318400,89152.00000000001,407552.0
SO-571463,1,P027,2,480,18,960,172.79999999999998,1132.8
SO-571463,2,P018,10,11300,28,113000,31640.000000000004,144640.0
SO-571463,3,P025,17,7850,18,133450,24021.0,157471.0
SO-571463,4,P005,15,8450,28,126750,35490.0,162240.0
SO-571463,5,P001,7,24500,28,171500,48020.00000000001,219520.0
SO-571463,6,P026,5,310,18,1550,279.0,1829.0
SO-571463,7,P006,10,11200,28,112000,31360.000000000004,143360.0
SO-571463,8,P029,18,3950,18,71100,12798.0,83898.0
SO-571463,9,P021,4,46200,28,184800,51744.00000000001,236544.0
SO-757962,1,P005,9,8450,28,76050,21294.000000000004,97344.0
SO-757962,2,P012,12,2450,28,29400,8232.0,37632.0
SO-757962,3,P029,2,3950,18,7900,1422.0,9322.0
SO-757962,4,P029,13,3950,18,51350,9243.0,60593.0
SO-757962,5,P016,1,10200,18,10200,1836.0,12036.0
SO-757962,6,P029,12,3950,18,47400,8532.0,55932.0
SO-757962,7,P025,8,7850,18,62800,11304.0,74104.0
SO-612904,1,P027,1,480,18,480,86.39999999999999,566.4
SO-612904,2,P018,3,11300,28,33900,9492.0,43392.0
SO-612904,3,P018,20,11300,28,226000,63280.00000000001,289280.0
SO-118989,1,P009,11,14900,28,163900,45892.00000000001,209792.0
SO-118989,2,P020,7,1150,18,8050,1449.0,9499.0
SO-118989,3,P001,7,24500,28,171500,48020.00000000001,219520.0
SO-496241,1,P009,8,14900,28,119200,33376.0,152576.0
SO-496241,2,P003,20,1250,18,25000,4500.0,29500.0
SO-496241,3,P017,3,520,18,1560,280.8,1840.8
SO-496241,4,P025,14,7850,18,109900,19782.0,129682.0
SO-496241,5,P004,1,39800,28,39800,11144.000000000002,50944.0
SO-173159,1,P024,2,10300,28,20600,5768.000000000001,26368.0
SO-173159,2,P017,3,520,18,1560,280.8,1840.8
SO-173159,3,P011,13,27600,28,358800,100464.0,459264.0
SO-173159,4,P029,18,3950,18,71100,12798.0,83898.0
SO-173159,5,P009,10,14900,28,149000,41720.00000000001,190720.0
SO-173159,6,P005,13,8450,28,109850,30758.000000000004,140608.0
SO-173159,7,P004,14,39800,28,557200,156016.00000000003,713216.0
SO-798391,1,P010,18,34900,28,628200,175896.00000000003,804096.0
SO-798391,2,P009,11,14900,28,163900,45892.00000000001,209792.0
SO-798391,3,P004,13,39800,28,517400,144872.0,662272.0
SO-994007,1,P015,9,119000,28,1071000,299880.0,1370880.0
SO-994007,2,P019,16,39800,28,636800,178304.00000000003,815104.0
SO-994007,3,P022,11,16900,28,185900,52052.00000000001,237952.0
SO-994007,4,P001,11,24500,28,269500,75460.0,344960.0
SO-768867,1,P028,12,2250,18,27000,4860.0,31860.0
SO-768867,2,P011,4,27600,28,110400,30912.000000000004,141312.0
SO-768867,3,P016,20,10200,18,204000,36720.0,240720.0
SO-768867,4,P029,15,3950,18,59250,10665.0,69915.0
SO-768867,5,P016,9,10200,18,91800,16524.0,108324.0
SO-768867,6,P022,8,16900,28,135200,37856.0,173056.0
SO-768867,7,P016,11,10200,18,112200,20196.0,132396.0
SO-768867,8,P024,7,10300,28,72100,20188.000000000004,92288.0
SO-768867,9,P013,18,1450,18,26100,4698.0,30798.0
SO-768867,10,P014,1,83500,28,83500,23380.000000000004,106880.0
SO-768867,11,P009,8,14900,28,119200,33376.0,152576.0
SO-768867,12,P012,18,2450,28,44100,12348.000000000002,56448.0
SO-150428,1,P022,16,16900,28,270400,75712.0,346112.0
SO-150428,2,P008,8,580,18,4640,835.1999999999999,5475.2
SO-150428,3,P025,19,7850,18,149150,26847.0,175997.0
SO-150428,4,P023,15,12950,28,194250,54390.00000000001,248640.0
SO-150428,5,P009,16,14900,28,238400,66752.0,305152.0
SO-150428,6,P016,20,10200,18,204000,36720.0,240720.0
SO-150428,7,P009,15,14900,28,223500,62580.00000000001,286080.0
SO-150428,8,P002,1,720,18,720,129.6,849.6
SO-150428,9,P030,11,21900,28,240900,67452.0,308352.0
SO-150428,10,P018,18,11300,28,203400,56952.00000000001,260352.0
SO-623200,1,P029,17,3950,18,67150,12087.0,79237.0
SO-623200,2,P030,18,21900,28,394200,110376.0,504576.0
SO-623200,3,P008,9,580,18,5220,939.6,6159.6
SO-623200,4,P024,17,10300,28,175100,49028.00000000001,224128.0
SO-623200,5,P017,13,520,18,6760,1216.8,7976.8
SO-599867,1,P021,15,46200,28,693000,194040.00000000003,887040.0
SO-599867,2,P025,13,7850,18,102050,18369.0,120419.0
SO-599867,3,P010,1,34900,28,34900,9772.000000000002,44672.0
SO-599867,4,P023,5,12950,28,64750,18130.0,82880.0
SO-599867,5,P014,2,83500,28,167000,46760.00000000001,213760.0
SO-599867,6,P011,9,27600,28,248400,69552.0,317952.0
SO-599867,7,P016,11,10200,18,112200,20196.0,132396.0
SO-599867,8,P016,4,10200,18,40800,7344.0,48144.0
SO-599867,9,P013,7,1450,18,10150,1827.0,11977.0
SO-599867,10,P013,14,1450,18,20300,3654.0,23954.0
SO-599867,11,P030,15,21900,28,328500,91980.0,420480.0
SO-599867,12,P030,16,21900,28,350400,98112.0,448512.0
SO-326535,1,P001,9,24500,28,220500,61740.00000000001,282240.0
SO-326535,2,P030,1,21900,28,21900,6132.000000000001,28032.0
SO-326535,3,P002,9,720,18,6480,1166.4,7646.4
SO-326535,4,P002,17,720,18,12240,2203.2,14443.2
SO-326535,5,P023,5,12950,28,64750,18130.0,82880.0
SO-326535,6,P021,3,46200,28,138600,38808.00000000001,177408.0
SO-326535,7,P004,3,39800,28,119400,33432.0,152832.0
SO-326535,8,P017,6,520,18,3120,561.6,3681.6
SO-570816,1,P030,12,21900,28,262800,73584.0,336384.0
SO-570816,2,P020,12,1150,18,13800,2484.0,16284.0
SO-570816,3,P023,10,12950,28,129500,36260.0,165760.0
SO-778404,1,P002,16,720,18,11520,2073.6,13593.6
SO-778404,2,P029,5,3950,18,19750,3555.0,23305.0
SO-778404,3,P027,6,480,18,2880,518.4,3398.4
SO-778404,4,P025,8,7850,18,62800,11304.0,74104.0
SO-778404,5,P030,18,21900,28,394200,110376.0,504576.0
SO-778404,6,P030,18,21900,28,394200,110376.0,504576.0
SO-778404,7,P027,9,480,18,4320,777.6,5097.6
SO-778404,8,P017,14,520,18,7280,1310.4,8590.4
SO-778404,9,P001,15,24500,28,367500,102900.0,470400.0
SO-778404,10,P021,5,46200,28,231000,64680.00000000001,295680.0
SO-778404,11,P019,6,39800,28,238800,66864.0,305664.0
SO-778404,12,P018,16,11300,28,180800,50624.00000000001,231424.0
SO-977731,1,P027,1,480,18,480,86.39999999999999,566.4
SO-977731,2,P017,15,520,18,7800,1404.0,9204.0
SO-977731,3,P008,12,580,18,6960,1252.8,8212.8
SO-977731,4,P027,18,480,18,8640,1555.2,10195.2
SO-977731,5,P006,10,11200,28,112000,31360.000000000004,143360.0
SO-977731,6,P015,10,119000,28,1190000,333200.00000000006,1523200.0
SO-977731,7,P011,1,27600,28,27600,7728.000000000001,35328.0
SO-977731,8,P024,8,10300,28,82400,23072.000000000004,105472.0
SO-977731,9,P019,4,39800,28,159200,44576.00000000001,203776.0
SO-977731,10,P009,8,14900,28,119200,33376.0,152576.0
SO-977731,11,P030,15,21900,28,328500,91980.0,420480.0
SO-883661,1,P017,11,520,18,5720,1029.6,6749.6
SO-883661,2,P012,3,2450,28,7350,2058.0,9408.0
SO-883661,3,P005,1,8450,28,8450,2366.0,10816.0
SO-883661,4,P026,15,310,18,4650,837.0,5487.0
SO-366050,1,P025,7,7850,18,54950,9891.0,64841.0
SO-366050,2,P029,3,3950,18,11850,2133.0,13983.0
SO-366050,3,P022,19,16900,28,321100,89908.00000000001,411008.0
SO-366050,4,P011,8,27600,28,220800,61824.00000000001,282624.0
SO-366050,5,P007,2,1450,18,2900,522.0,3422.0
SO-366050,6,P014,18,83500,28,1503000,420840.00000000006,1923840.0
SO-366050,7,P025,3,7850,18,23550,4239.0,27789.0
SO-366050,8,P029,9,3950,18,35550,6399.0,41949.0
SO-543637,1,P019,17,39800,28,676600,189448.00000000003,866048.0
SO-543637,2,P020,16,1150,18,18400,3312.0,21712.0
SO-543637,3,P023,20,12950,28,259000,72520.0,331520.0
SO-543637,4,P028,2,2250,18,4500,810.0,5310.0
SO-685819,1,P026,1,310,18,310,55.8,365.8
SO-685819,2,P008,3,580,18,1740,313.2,2053.2
SO-982876,1,P017,8,520,18,4160,748.8,4908.8
SO-982876,2,P028,13,2250,18,29250,5265.0,34515.0
SO-494554,1,P027,5,480,18,2400,432.0,2832.0
SO-494554,2,P003,17,1250,18,21250,3825.0,25075.0
SO-494554,3,P016,13,10200,18,132600,23868.0,156468.0
SO-494554,4,P015,7,119000,28,833000,233240.00000000003,1066240.0
SO-494554,5,P017,9,520,18,4680,842.4,5522.4
SO-494554,6,P001,11,24500,28,269500,75460.0,344960.0
SO-494554,7,P026,11,310,18,3410,613.8,4023.8
SO-494554,8,P030,2,21900,28,43800,12264.000000000002,56064.0
SO-154697,1,P001,16,24500,28,392000,109760.0,501760.0
SO-154697,2,P025,6,7850,18,47100,8478.0,55578.0
SO-154697,3,P012,11,2450,28,26950,7546.000000000001,34496.0
SO-154697,4,P030,17,21900,28,372300,104244.0,476544.0
SO-154697,5,P025,2,7850,18,15700,2826.0,18526.0
SO-154697,6,P010,14,34900,28,488600,136808.0,625408.0
SO-154697,7,P014,14,83500,28,1169000,327320.00000000006,1496320.0
SO-154697,8,P002,18,720,18,12960,2332.8,15292.8
SO-154697,9,P022,19,16900,28,321100,89908.00000000001,411008.0
SO-122063,1,P018,14,11300,28,158200,44296.00000000001,202496.0
SO-122063,2,P018,9,11300,28,101700,28476.000000000004,130176.0
SO-122063,3,P002,17,720,18,12240,2203.2,14443.2
SO-122063,4,P028,19,2250,18,42750,7695.0,50445.0
SO-122063,5,P014,12,83500,28,1002000,280560.0,1282560.0
SO-122063,6,P030,9,21900,28,197100,55188.00000000001,252288.0
SO-122063,7,P014,15,83500,28,1252500,350700.00000000006,1603200.0
SO-131548,1,P029,11,3950,18,43450,7821.0,51271.0
SO-131548,2,P009,15,14900,28,223500,62580.00000000001,286080.0
SO-131548,3,P022,16,16900,28,270400,75712.0,346112.0
SO-102089,1,P003,19,1250,18,23750,4275.0,28025.0
SO-102089,2,P023,10,12950,28,129500,36260.0,165760.0
SO-102089,3,P025,12,7850,18,94200,16956.0,111156.0
SO-102089,4,P006,16,11200,28,179200,50176.00000000001,229376.0
SO-102089,5,P015,16,119000,28,1904000,533120.0,2437120.0
SO-102089,6,P018,6,11300,28,67800,18984.0,86784.0
SO-102089,7,P008,3,580,18,1740,313.2,2053.2
SO-102089,8,P028,1,2250,18,2250,405.0,2655.0
SO-812266,1,P015,17,119000,28,2023000,566440.0,2589440.0
SO-812266,2,P010,18,34900,28,628200,175896.00000000003,804096.0
SO-812266,3,P019,10,39800,28,398000,111440.0,509440.0
SO-812266,4,P027,7,480,18,3360,604.8,3964.8
SO-812266,5,P026,11,310,18,3410,613.8,4023.8
SO-812266,6,P019,18,39800,28,716400,200592.00000000003,916992.0
SO-812266,7,P003,13,1250,18,16250,2925.0,19175.0
SO-812266,8,P008,9,580,18,5220,939.6,6159.6
SO-812266,9,P006,7,11200,28,78400,21952.000000000004,100352.0
SO-812266,10,P014,4,83500,28,334000,93520.0,427520.0
SO-274369,1,P003,12,1250,18,15000,2700.0,17700.0
SO-274369,2,P014,11,83500,28,918500,257180.00000000003,1175680.0
SO-274369,3,P025,6,7850,18,47100,8478.0,55578.0
SO-274369,4,P006,8,11200,28,89600,25088.000000000004,114688.0
SO-274369,5,P007,15,1450,18,21750,3915.0,25665.0
SO-274369,6,P026,11,310,18,3410,613.8,4023.8
SO-274369,7,P006,14,11200,28,156800,43904.00000000001,200704.0
SO-274369,8,P001,11,24500,28,269500,75460.0,344960.0
SO-274369,9,P006,18,11200,28,201600,56448.00000000001,258048.0
SO-167353,1,P004,3,39800,28,119400,33432.0,152832.0
SO-167353,2,P004,4,39800,28,159200,44576.00000000001,203776.0
SO-167353,3,P019,20,39800,28,796000,222880.00000000003,1018880.0
SO-167353,4,P024,12,10300,28,123600,34608.0,158208.0
SO-167353,5,P019,1,39800,28,39800,11144.000000000002,50944.0
SO-167353,6,P015,6,119000,28,714000,199920.00000000003,913920.0
SO-167353,7,P005,9,8450,28,76050,21294.000000000004,97344.0
SO-167353,8,P022,6,16900,28,101400,28392.000000000004,129792.0
SO-167353,9,P019,19,39800,28,756200,211736.00000000003,967936.0
SO-167353,10,P021,11,46200,28,508200,142296.0,650496.0
SO-331183,1,P025,17,7850,18,133450,24021.0,157471.0
SO-331183,2,P004,19,39800,28,756200,211736.00000000003,967936.0
SO-222419,1,P003,19,1250,18,23750,4275.0,28025.0
SO-222419,2,P028,8,2250,18,18000,3240.0,21240.0
SO-222419,3,P016,10,10200,18,102000,18360.0,120360.0
SO-222419,4,P024,14,10300,28,144200,40376.00000000001,184576.0
SO-222419,5,P030,7,21900,28,153300,42924.00000000001,196224.0
SO-222419,6,P008,14,580,18,8120,1461.6,9581.6
SO-222419,7,P006,20,11200,28,224000,62720.00000000001,286720.0
SO-222419,8,P024,5,10300,28,51500,14420.000000000002,65920.0
SO-222419,9,P012,20,2450,28,49000,13720.000000000002,62720.0
SO-222419,10,P023,19,12950,28,246050,68894.0,314944.0
SO-375685,1,P030,3,21900,28,65700,18396.0,84096.0
SO-375685,2,P011,6,27600,28,165600,46368.00000000001,211968.0
SO-375685,3,P029,12,3950,18,47400,8532.0,55932.0
SO-375685,4,P009,8,14900,28,119200,33376.0,152576.0
SO-375685,5,P002,10,720,18,7200,1296.0,8496.0
SO-375685,6,P011,8,27600,28,220800,61824.00000000001,282624.0
SO-375685,7,P012,16,2450,28,39200,10976.000000000002,50176.0
SO-375685,8,P023,20,12950,28,259000,72520.0,331520.0
SO-375685,9,P016,3,10200,18,30600,5508.0,36108.0
SO-375685,10,P012,13,2450,28,31850,8918.0,40768.0
SO-375685,11,P006,15,11200,28,168000,47040.00000000001,215040.0
SO-718199,1,P003,19,1250,18,23750,4275.0,28025.0
SO-718199,2,P017,18,520,18,9360,1684.8,11044.8
SO-718199,3,P026,17,310,18,5270,948.6,6218.6
SO-718199,4,P001,14,24500,28,343000,96040.0,439040.0
SO-718199,5,P020,9,1150,18,10350,1863.0,12213.0
SO-718199,6,P002,12,720,18,8640,1555.2,10195.2
SO-718199,7,P022,18,16900,28,304200,85176.00000000001,389376.0
SO-718199,8,P027,2,480,18,960,172.79999999999998,1132.8
SO-718199,9,P001,12,24500,28,294000,82320.00000000001,376320.0
SO-138333,1,P010,14,34900,28,488600,136808.0,625408.0
SO-138333,2,P026,8,310,18,2480,446.4,2926.4
SO-138333,3,P020,16,1150,18,18400,3312.0,21712.0
SO-138333,4,P009,14,14900,28,208600,58408.00000000001,267008.0
SO-588651,1,P029,20,3950,18,79000,14220.0,93220.0
SO-930701,1,P009,19,14900,28,283100,79268.00000000001,362368.0
SO-930701,2,P009,5,14900,28,74500,20860.000000000004,95360.0
SO-776150,1,P002,5,720,18,3600,648.0,4248.0
SO-776150,2,P012,11,2450,28,26950,7546.000000000001,34496.0
SO-776150,3,P021,5,46200,28,231000,64680.00000000001,295680.0
SO-776150,4,P025,17,7850,18,133450,24021.0,157471.0
SO-776150,5,P010,15,34900,28,523500,146580.0,670080.0
SO-776150,6,P013,16,1450,18,23200,4176.0,27376.0
SO-776150,7,P018,8,11300,28,90400,25312.000000000004,115712.0
SO-776150,8,P022,5,16900,28,84500,23660.000000000004,108160.0
SO-776150,9,P003,5,1250,18,6250,1125.0,7375.0
SO-776150,10,P022,1,16900,28,16900,4732.0,21632.0
SO-233618,1,P021,10,46200,28,462000,129360.0,591360.0
SO-233618,2,P001,1,24500,28,24500,6860.000000000001,31360.0
SO-685155,1,P027,14,480,18,6720,1209.6,7929.6
SO-685155,2,P002,8,720,18,5760,1036.8,6796.8
SO-685155,3,P016,4,10200,18,40800,7344.0,48144.0
SO-685155,4,P026,13,310,18,4030,725.4,4755.4
SO-685155,5,P001,7,24500,28,171500,48020.00000000001,219520.0
SO-685155,6,P024,13,10300,28,133900,37492.0,171392.0
SO-685155,7,P003,2,1250,18,2500,450.0,2950.0
SO-685155,8,P026,4,310,18,1240,223.2,1463.2
SO-685155,9,P004,2,39800,28,79600,22288.000000000004,101888.0
SO-685155,10,P016,11,10200,18,112200,20196.0,132396.0
SO-685155,11,P014,14,83500,28,1169000,327320.00000000006,1496320.0
SO-685155,12,P020,12,1150,18,13800,2484.0,16284.0
SO-127311,1,P002,12,720,18,8640,1555.2,10195.2
SO-127311,2,P020,6,1150,18,6900,1242.0,8142.0
SO-127311,3,P018,11,11300,28,124300,34804.0,159104.0
SO-127311,4,P017,1,520,18,520,93.6,613.6
SO-127311,5,P029,19,3950,18,75050,13509.0,88559.0
SO-127311,6,P021,10,46200,28,462000,129360.0,591360.0
SO-857302,1,P001,15,24500,28,367500,102900.0,470400.0
SO-857302,2,P011,19,27600,28,524400,146832.0,671232.0
SO-857302,3,P021,15,46200,28,693000,194040.00000000003,887040.0
SO-857302,4,P006,11,11200,28,123200,34496.0,157696.0
SO-857302,5,P014,4,83500,28,334000,93520.0,427520.0
SO-857302,6,P021,5,46200,28,231000,64680.00000000001,295680.0
