movement_id,product_id,branch_id,movement_type,movement_date,quantity,reference_type,reference_id,running_balance
MOV-IN-65305,P011,CHN001,IN,2020-11-07,244,PO,PO-535931,33065
MOV-IN-122903,P011,CHN001,IN,2020-11-08,104,PO,PO-121774,33169
MOV-OUT-242919,P011,CHN001,OUT,2020-11-08,12,SO,SO-734865,33157
MOV-IN-91701,P011,CHN001,IN,2020-11-12,184,PO,PO-604157,33341
MOV-OUT-130636,P011,CHN001,OUT,2020-11-16,4,SO,SO-739447,33337
MOV-OUT-130573,P011,CHN001,OUT,2020-11-20,8,SO,SO-846069,33329
MOV-OUT-130576,P011,CHN001,OUT,2020-11-20,20,SO,SO-846069,33309
MOV-IN-139153,P011,CHN001,IN,2020-11-21,76,PO,PO-401272,33385
MOV-IN-139157,P011,CHN001,IN,2020-11-21,292,PO,PO-401272,33677
MOV-OUT-203482,P011,CHN001,OUT,2020-11-24,8,SO,SO-470608,33669
MOV-OUT-235170,P011,CHN001,OUT,2020-11-29,15,SO,SO-443708,33654
MOV-IN-18065,P011,CHN001,IN,2020-11-30,248,PO,PO-384819,33902
MOV-IN-12803,P011,CHN001,IN,2020-12-02,153,PO,PO-702118,34055
MOV-IN-98688,P011,CHN001,IN,2020-12-05,48,PO,PO-138028,34103
MOV-OUT-238042,P011,CHN001,OUT,2020-12-07,8,SO,SO-130312,34095
MOV-OUT-238035,P011,CHN001,OUT,2020-12-07,19,SO,SO-130312,34076
MOV-IN-154901,P011,CHN001,IN,2020-12-08,104,PO,PO-237307,34180
MOV-OUT-175027,P011,CHN001,OUT,2020-12-09,17,SO,SO-332615,34163
MOV-OUT-256989,P011,CHN001,OUT,2020-12-11,12,SO,SO-250216,34151
MOV-OUT-256991,P011,CHN001,OUT,2020-12-11,1,SO,SO-250216,34150
MOV-IN-155330,P011,CHN001,IN,2020-12-16,98,PO,PO-856373,34248
MOV-IN-109689,P011,CHN001,IN,2020-12-18,26,PO,PO-659112,34274
MOV-IN-109696,P011,CHN001,IN,2020-12-18,256,PO,PO-659112,34530
MOV-IN-88611,P011,CHN001,IN,2020-12-20,184,PO,PO-623014,34714
MOV-OUT-130451,P011,CHN001,OUT,2020-12-20,4,SO,SO-281642,34710
MOV-IN-20557,P011,CHN001,IN,2020-12-21,169,PO,PO-791783,34879
MOV-IN-11055,P011,CHN001,IN,2020-12-21,65,PO,PO-656115,34944
MOV-OUT-241702,P011,CHN001,OUT,2020-12-22,4,SO,SO-865860,34940
MOV-OUT-257986,P011,CHN001,OUT,2020-12-22,18,SO,SO-149753,34922
MOV-OUT-257988,P011,CHN001,OUT,2020-12-22,7,SO,SO-149753,34915
MOV-IN-101577,P011,CHN001,IN,2020-12-23,75,PO,PO-809007,34990
MOV-OUT-151997,P011,CHN001,OUT,2020-12-23,20,SO,SO-487070,34970
MOV-OUT-184474,P011,CHN001,OUT,2020-12-23,3,SO,SO-514194,34967
MOV-OUT-194314,P011,CHN001,OUT,2020-12-28,5,SO,SO-571744,34962
MOV-IN-19688,P011,CHN001,IN,2020-12-29,129,PO,PO-355017,35091
MOV-OUT-213431,P011,CHN001,OUT,2021-01-01,5,SO,SO-192660,35086
MOV-IN-108716,P011,CHN001,IN,2021-01-02,192,PO,PO-187251,35278
MOV-IN-23175,P011,CHN001,IN,2021-01-02,243,PO,PO-976872,35521
MOV-OUT-143133,P011,CHN001,OUT,2021-01-09,8,SO,SO-441693,35513
MOV-OUT-143134,P011,CHN001,OUT,2021-01-09,10,SO,SO-441693,35503
MOV-OUT-137986,P011,CHN001,OUT,2021-01-11,20,SO,SO-811073,35483
MOV-IN-33854,P011,CHN001,IN,2021-01-12,23,PO,PO-297496,35506
MOV-OUT-191997,P011,CHN001,OUT,2021-01-17,13,SO,SO-397342,35493
MOV-IN-39892,P011,CHN001,IN,2021-01-20,295,PO,PO-617719,35788
MOV-OUT-146270,P011,CHN001,OUT,2021-01-20,10,SO,SO-797747,35778
MOV-OUT-243780,P011,CHN001,OUT,2021-01-20,15,SO,SO-954645,35763
MOV-OUT-196252,P011,CHN001,OUT,2021-01-22,2,SO,SO-375694,35761
MOV-OUT-210074,P011,CHN001,OUT,2021-01-22,17,SO,SO-492674,35744
MOV-OUT-196508,P011,CHN001,OUT,2021-01-23,14,SO,SO-467173,35730
MOV-OUT-160320,P011,CHN001,OUT,2021-01-23,18,SO,SO-950771,35712
MOV-IN-107329,P011,CHN001,IN,2021-01-24,239,PO,PO-932686,35951
MOV-OUT-138658,P011,CHN001,OUT,2021-01-25,4,SO,SO-362009,35947
MOV-OUT-253557,P011,CHN001,OUT,2021-01-28,18,SO,SO-416117,35929
MOV-IN-76057,P011,CHN001,IN,2021-02-02,235,PO,PO-251591,36164
MOV-OUT-234693,P011,CHN001,OUT,2021-02-03,9,SO,SO-701499,36155
MOV-IN-71287,P011,CHN001,IN,2021-02-04,62,PO,PO-399054,36217
MOV-IN-135089,P011,CHN001,IN,2021-02-04,125,PO,PO-202587,36342
MOV-OUT-209080,P011,CHN001,OUT,2021-02-05,7,SO,SO-356549,36335
MOV-OUT-249985,P011,CHN001,OUT,2021-02-05,18,SO,SO-788869,36317
MOV-IN-46814,P011,CHN001,IN,2021-02-06,24,PO,PO-916740,36341
MOV-IN-46813,P011,CHN001,IN,2021-02-06,274,PO,PO-916740,36615
MOV-IN-87954,P011,CHN001,IN,2021-02-08,34,PO,PO-282838,36649
MOV-OUT-140062,P011,CHN001,OUT,2021-02-08,7,SO,SO-621048,36642
MOV-OUT-140070,P011,CHN001,OUT,2021-02-08,6,SO,SO-621048,36636
MOV-IN-105481,P011,CHN001,IN,2021-02-10,227,PO,PO-728990,36863
MOV-IN-105482,P011,CHN001,IN,2021-02-10,250,PO,PO-728990,37113
MOV-IN-27284,P011,CHN001,IN,2021-02-12,62,PO,PO-385143,37175
MOV-IN-151307,P011,CHN001,IN,2021-02-16,116,PO,PO-103951,37291
MOV-OUT-212194,P011,CHN001,OUT,2021-02-19,19,SO,SO-646214,37272
MOV-IN-18862,P011,CHN001,IN,2021-02-24,41,PO,PO-758529,37313
MOV-IN-18866,P011,CHN001,IN,2021-02-24,128,PO,PO-758529,37441
MOV-OUT-187338,P011,CHN001,OUT,2021-02-26,18,SO,SO-628874,37423
MOV-IN-109058,P011,CHN001,IN,2021-03-02,133,PO,PO-320317,37556
MOV-OUT-198337,P011,CHN001,OUT,2021-03-05,7,SO,SO-694128,37549
MOV-IN-36888,P011,CHN001,IN,2021-03-06,135,PO,PO-457622,37684
MOV-IN-125622,P011,CHN001,IN,2021-03-06,202,PO,PO-998559,37886
MOV-IN-125623,P011,CHN001,IN,2021-03-06,118,PO,PO-998559,38004
MOV-IN-118242,P011,CHN001,IN,2021-03-09,183,PO,PO-591688,38187
MOV-OUT-171173,P011,CHN001,OUT,2021-03-09,15,SO,SO-754813,38172
MOV-IN-109665,P011,CHN001,IN,2021-03-10,223,PO,PO-874483,38395
MOV-IN-50540,P011,CHN001,IN,2021-03-13,172,PO,PO-456008,38567
MOV-OUT-215474,P011,CHN001,OUT,2021-03-16,12,SO,SO-697383,38555
MOV-IN-118891,P011,CHN001,IN,2021-03-16,271,PO,PO-394249,38826
MOV-IN-75316,P011,CHN001,IN,2021-03-17,102,PO,PO-519292,38928
MOV-IN-151140,P011,CHN001,IN,2021-03-20,175,PO,PO-132081,39103
MOV-OUT-232457,P011,CHN001,OUT,2021-03-22,20,SO,SO-932274,39083
MOV-OUT-142219,P011,CHN001,OUT,2021-03-24,18,SO,SO-172092,39065
MOV-OUT-162020,P011,CHN001,OUT,2021-03-25,8,SO,SO-739254,39057
MOV-OUT-223008,P011,CHN001,OUT,2021-03-26,5,SO,SO-306050,39052
MOV-OUT-134945,P011,CHN001,OUT,2021-03-27,1,SO,SO-715253,39051
MOV-OUT-134952,P011,CHN001,OUT,2021-03-27,10,SO,SO-715253,39041
MOV-OUT-250666,P011,CHN001,OUT,2021-03-28,8,SO,SO-891334,39033
MOV-IN-138274,P011,CHN001,IN,2021-03-29,65,PO,PO-168509,39098
MOV-IN-76793,P011,CHN001,IN,2021-03-29,211,PO,PO-756289,39309
MOV-OUT-251447,P011,CHN001,OUT,2021-03-30,11,SO,SO-606784,39298
MOV-IN-5447,P011,CHN001,IN,2021-03-31,289,PO,PO-817553,39587
MOV-OUT-175552,P011,CHN001,OUT,2021-04-02,16,SO,SO-905559,39571
MOV-OUT-150727,P011,CHN001,OUT,2021-04-04,17,SO,SO-506056,39554
MOV-IN-14542,P011,CHN001,IN,2021-04-07,211,PO,PO-900360,39765
MOV-IN-53201,P011,CHN001,IN,2021-04-08,182,PO,PO-276824,39947
MOV-IN-85750,P011,CHN001,IN,2021-04-09,94,PO,PO-128638,40041
MOV-IN-99088,P011,CHN001,IN,2021-04-09,204,PO,PO-389595,40245
MOV-OUT-162596,P011,CHN001,OUT,2021-04-10,1,SO,SO-976014,40244
MOV-OUT-178466,P011,CHN001,OUT,2021-04-11,12,SO,SO-117031,40232
MOV-OUT-257847,P011,CHN001,OUT,2021-04-12,5,SO,SO-349253,40227
MOV-OUT-257849,P011,CHN001,OUT,2021-04-12,4,SO,SO-349253,40223
MOV-IN-125819,P011,CHN001,IN,2021-04-14,32,PO,PO-621309,40255
MOV-IN-119795,P011,CHN001,IN,2021-04-15,161,PO,PO-759660,40416
MOV-IN-138242,P011,CHN001,IN,2021-04-15,39,PO,PO-352433,40455
MOV-IN-8410,P011,CHN001,IN,2021-04-19,49,PO,PO-394321,40504
MOV-IN-85015,P011,CHN001,IN,2021-04-21,209,PO,PO-175113,40713
MOV-IN-138757,P011,CHN001,IN,2021-04-23,63,PO,PO-133173,40776
MOV-ADJ-2266,P011,CHN001,ADJUSTMENT,2021-04-23,26,ADJ,ADJ-2266,40802
MOV-OUT-242090,P011,CHN001,OUT,2021-04-24,3,SO,SO-304485,40799
MOV-OUT-243715,P011,CHN001,OUT,2021-04-25,12,SO,SO-968269,40787
MOV-IN-67903,P011,CHN001,IN,2021-04-26,96,PO,PO-675780,40883
MOV-OUT-199329,P011,CHN001,OUT,2021-04-26,5,SO,SO-939469,40878
MOV-OUT-137600,P011,CHN001,OUT,2021-04-28,8,SO,SO-493793,40870
MOV-IN-82898,P011,CHN001,IN,2021-04-28,113,PO,PO-707271,40983
MOV-IN-97676,P011,CHN001,IN,2021-05-07,184,PO,PO-919963,41167
MOV-OUT-206285,P011,CHN001,OUT,2021-05-08,13,SO,SO-534614,41154
MOV-OUT-206288,P011,CHN001,OUT,2021-05-08,8,SO,SO-534614,41146
MOV-OUT-227911,P011,CHN001,OUT,2021-05-08,13,SO,SO-797144,41133
MOV-OUT-219131,P011,CHN001,OUT,2021-05-12,18,SO,SO-958944,41115
MOV-OUT-219133,P011,CHN001,OUT,2021-05-12,20,SO,SO-958944,41095
MOV-IN-19901,P011,CHN001,IN,2021-05-14,120,PO,PO-923321,41215
MOV-IN-19905,P011,CHN001,IN,2021-05-14,172,PO,PO-923321,41387
MOV-OUT-219040,P011,CHN001,OUT,2021-05-18,9,SO,SO-314043,41378
MOV-IN-93303,P011,CHN001,IN,2021-05-19,104,PO,PO-450835,41482
MOV-OUT-200308,P011,CHN001,OUT,2021-05-20,6,SO,SO-595343,41476
MOV-OUT-204517,P011,CHN001,OUT,2021-05-22,10,SO,SO-193320,41466
MOV-OUT-198622,P011,CHN001,OUT,2021-05-23,13,SO,SO-466448,41453
MOV-IN-63252,P011,CHN001,IN,2021-05-28,204,PO,PO-470450,41657
MOV-OUT-141346,P011,CHN001,OUT,2021-06-01,6,SO,SO-737634,41651
MOV-ADJ-2012,P011,CHN001,ADJUSTMENT,2021-06-02,19,ADJ,ADJ-2012,41670
MOV-OUT-185886,P011,CHN001,OUT,2021-06-03,17,SO,SO-643928,41653
MOV-OUT-235373,P011,CHN001,OUT,2021-06-04,19,SO,SO-731304,41634
MOV-IN-29204,P011,CHN001,IN,2021-06-05,169,PO,PO-524694,41803
MOV-OUT-205793,P011,CHN001,OUT,2021-06-05,8,SO,SO-951127,41795
MOV-IN-132867,P011,CHN001,IN,2021-06-07,259,PO,PO-571457,42054
MOV-OUT-129195,P011,CHN001,OUT,2021-06-07,2,SO,SO-985806,42052
MOV-IN-75639,P011,CHN001,IN,2021-06-07,234,PO,PO-477108,42286
MOV-IN-25829,P011,CHN001,IN,2021-06-08,273,PO,PO-404988,42559
MOV-IN-75520,P011,CHN001,IN,2021-06-08,260,PO,PO-154670,42819
MOV-OUT-252494,P011,CHN001,OUT,2021-06-08,12,SO,SO-997204,42807
MOV-OUT-252502,P011,CHN001,OUT,2021-06-08,20,SO,SO-997204,42787
MOV-IN-44410,P011,CHN001,IN,2021-06-13,111,PO,PO-880092,42898
MOV-OUT-142996,P011,CHN001,OUT,2021-06-19,5,SO,SO-766624,42893
MOV-IN-23384,P011,CHN001,IN,2021-06-20,125,PO,PO-300252,43018
MOV-IN-29853,P011,CHN001,IN,2021-06-20,131,PO,PO-450796,43149
MOV-OUT-242231,P011,CHN001,OUT,2021-06-22,7,SO,SO-161897,43142
MOV-IN-40196,P011,CHN001,IN,2021-06-25,118,PO,PO-132211,43260
MOV-IN-124543,P011,CHN001,IN,2021-06-27,242,PO,PO-500397,43502
MOV-IN-27761,P011,CHN001,IN,2021-06-30,183,PO,PO-970659,43685
MOV-IN-48605,P011,CHN001,IN,2021-07-03,288,PO,PO-270878,43973
MOV-IN-32693,P011,CHN001,IN,2021-07-04,69,PO,PO-950127,44042
MOV-IN-81879,P011,CHN001,IN,2021-07-04,300,PO,PO-353938,44342
MOV-OUT-245444,P011,CHN001,OUT,2021-07-06,9,SO,SO-511235,44333
MOV-IN-47245,P011,CHN001,IN,2021-07-10,272,PO,PO-969588,44605
MOV-IN-118122,P011,CHN001,IN,2021-07-10,66,PO,PO-892550,44671
MOV-IN-118126,P011,CHN001,IN,2021-07-10,295,PO,PO-892550,44966
MOV-IN-67166,P011,CHN001,IN,2021-07-11,297,PO,PO-197398,45263
MOV-OUT-213658,P011,CHN001,OUT,2021-07-13,17,SO,SO-378774,45246
MOV-OUT-216778,P011,CHN001,OUT,2021-07-14,20,SO,SO-978306,45226
MOV-IN-134049,P011,CHN001,IN,2021-07-14,36,PO,PO-135962,45262
MOV-IN-4248,P011,CHN001,IN,2021-07-14,137,PO,PO-494874,45399
MOV-IN-22055,P011,CHN001,IN,2021-07-14,131,PO,PO-649579,45530
MOV-OUT-154972,P011,CHN001,OUT,2021-07-16,5,SO,SO-864944,45525
MOV-IN-26267,P011,CHN001,IN,2021-07-17,253,PO,PO-743988,45778
MOV-OUT-238312,P011,CHN001,OUT,2021-07-17,13,SO,SO-240076,45765
MOV-IN-39738,P011,CHN001,IN,2021-07-19,165,PO,PO-884426,45930
MOV-IN-151032,P011,CHN001,IN,2021-07-20,30,PO,PO-708081,45960
MOV-IN-133911,P011,CHN001,IN,2021-07-22,260,PO,PO-602097,46220
MOV-IN-37192,P011,CHN001,IN,2021-07-22,195,PO,PO-959042,46415
MOV-IN-59987,P011,CHN001,IN,2021-07-22,249,PO,PO-206521,46664
MOV-OUT-227739,P011,CHN001,OUT,2021-07-23,3,SO,SO-321918,46661
MOV-IN-75009,P011,CHN001,IN,2021-07-23,270,PO,PO-835914,46931
MOV-IN-78537,P011,CHN001,IN,2021-07-24,63,PO,PO-725336,46994
MOV-ADJ-943,P011,CHN001,ADJUSTMENT,2021-07-25,48,ADJ,ADJ-943,46946
MOV-IN-142872,P011,CHN001,IN,2021-07-27,48,PO,PO-829304,46994
MOV-OUT-133411,P011,CHN001,OUT,2021-07-27,16,SO,SO-830924,46978
MOV-IN-10010,P011,CHN001,IN,2021-08-08,109,PO,PO-176689,47087
MOV-IN-149342,P011,CHN001,IN,2021-08-08,256,PO,PO-958271,47343
MOV-IN-117677,P011,CHN001,IN,2021-08-09,168,PO,PO-707414,47511
MOV-OUT-159130,P011,CHN001,OUT,2021-08-10,13,SO,SO-700277,47498
MOV-OUT-213607,P011,CHN001,OUT,2021-08-12,10,SO,SO-750247,47488
MOV-IN-82861,P011,CHN001,IN,2021-08-14,102,PO,PO-395479,47590
MOV-IN-48618,P011,CHN001,IN,2021-08-15,273,PO,PO-766629,47863
MOV-OUT-137611,P011,CHN001,OUT,2021-08-17,11,SO,SO-175696,47852
MOV-IN-71151,P011,CHN001,IN,2021-08-20,258,PO,PO-192059,48110
MOV-OUT-141187,P011,CHN001,OUT,2021-08-22,11,SO,SO-497000,48099
MOV-OUT-159110,P011,CHN001,OUT,2021-08-23,15,SO,SO-484514,48084
MOV-IN-39161,P011,CHN001,IN,2021-08-25,218,PO,PO-921208,48302
MOV-OUT-171149,P011,CHN001,OUT,2021-09-01,12,SO,SO-540050,48290
MOV-OUT-250443,P011,CHN001,OUT,2021-09-01,2,SO,SO-567206,48288
MOV-IN-4653,P011,CHN001,IN,2021-09-03,231,PO,PO-717501,48519
MOV-IN-127411,P011,CHN001,IN,2021-09-05,241,PO,PO-115924,48760
MOV-OUT-142599,P011,CHN001,OUT,2021-09-05,10,SO,SO-616103,48750
MOV-IN-125215,P011,CHN001,IN,2021-09-07,215,PO,PO-861661,48965
MOV-IN-37131,P011,CHN001,IN,2021-09-09,30,PO,PO-763130,48995
MOV-IN-48852,P011,CHN001,IN,2021-09-12,148,PO,PO-339941,49143
MOV-IN-51811,P011,CHN001,IN,2021-09-19,129,PO,PO-792914,49272
MOV-OUT-242321,P011,CHN001,OUT,2021-09-21,16,SO,SO-225483,49256
MOV-IN-92575,P011,CHN001,IN,2021-09-22,286,PO,PO-643141,49542
MOV-IN-92576,P011,CHN001,IN,2021-09-22,173,PO,PO-643141,49715
MOV-IN-92582,P011,CHN001,IN,2021-09-22,66,PO,PO-643141,49781
MOV-IN-146550,P011,CHN001,IN,2021-09-25,278,PO,PO-860108,50059
MOV-IN-39852,P011,CHN001,IN,2021-09-27,171,PO,PO-519760,50230
MOV-IN-57134,P011,CHN001,IN,2021-09-28,109,PO,PO-132092,50339
MOV-OUT-140220,P011,CHN001,OUT,2021-10-03,20,SO,SO-251129,50319
MOV-IN-96221,P011,CHN001,IN,2021-10-03,53,PO,PO-384583,50372
MOV-OUT-152448,P011,CHN001,OUT,2021-10-08,19,SO,SO-885619,50353
MOV-IN-104574,P011,CHN001,IN,2021-10-09,200,PO,PO-624923,50553
MOV-IN-77869,P011,CHN001,IN,2021-10-10,106,PO,PO-285314,50659
MOV-OUT-155260,P011,CHN001,OUT,2021-10-12,9,SO,SO-244402,50650
MOV-OUT-178271,P011,CHN001,OUT,2021-10-14,12,SO,SO-904672,50638
MOV-OUT-178272,P011,CHN001,OUT,2021-10-14,2,SO,SO-904672,50636
MOV-OUT-200613,P011,CHN001,OUT,2021-10-14,20,SO,SO-771751,50616
MOV-OUT-249968,P011,CHN001,OUT,2021-10-15,8,SO,SO-171053,50608
MOV-OUT-161520,P011,CHN001,OUT,2021-10-16,7,SO,SO-770166,50601
MOV-OUT-185282,P011,CHN001,OUT,2021-10-17,4,SO,SO-899537,50597
MOV-IN-41891,P011,CHN001,IN,2021-10-17,271,PO,PO-290470,50868
MOV-OUT-130648,P011,CHN001,OUT,2021-10-18,16,SO,SO-716340,50852
MOV-OUT-235969,P011,CHN001,OUT,2021-10-18,1,SO,SO-896184,50851
MOV-OUT-209286,P011,CHN001,OUT,2021-10-21,17,SO,SO-919808,50834
MOV-OUT-218049,P011,CHN001,OUT,2021-10-24,7,SO,SO-755993,50827
MOV-OUT-169410,P011,CHN001,OUT,2021-10-25,15,SO,SO-124450,50812
MOV-OUT-248461,P011,CHN001,OUT,2021-10-31,14,SO,SO-970740,50798
MOV-OUT-243644,P011,CHN001,OUT,2021-11-01,4,SO,SO-341424,50794
MOV-OUT-243648,P011,CHN001,OUT,2021-11-01,14,SO,SO-341424,50780
MOV-OUT-243649,P011,CHN001,OUT,2021-11-01,7,SO,SO-341424,50773
MOV-IN-155011,P011,CHN001,IN,2021-11-06,146,PO,PO-319366,50919
MOV-OUT-252785,P011,CHN001,OUT,2021-11-06,16,SO,SO-360653,50903
MOV-IN-73245,P011,CHN001,IN,2021-11-08,232,PO,PO-696857,51135
MOV-IN-118199,P011,CHN001,IN,2021-11-09,85,PO,PO-353571,51220
MOV-OUT-160225,P011,CHN001,OUT,2021-11-09,18,SO,SO-176754,51202
MOV-OUT-166297,P011,CHN001,OUT,2021-11-12,8,SO,SO-978643,51194
MOV-OUT-169173,P011,CHN001,OUT,2021-11-12,12,SO,SO-791701,51182
MOV-OUT-133607,P011,CHN001,OUT,2021-11-13,7,SO,SO-316368,51175
MOV-OUT-214356,P011,CHN001,OUT,2021-11-13,16,SO,SO-946763,51159
MOV-OUT-209160,P011,CHN001,OUT,2021-11-16,6,SO,SO-721158,51153
MOV-IN-51140,P011,CHN001,IN,2021-11-19,200,PO,PO-657232,51353
MOV-IN-58504,P011,CHN001,IN,2021-11-20,74,PO,PO-654553,51427
MOV-IN-57105,P011,CHN001,IN,2021-11-21,22,PO,PO-586834,51449
MOV-IN-57098,P011,CHN001,IN,2021-11-21,211,PO,PO-586834,51660
MOV-IN-51500,P011,CHN001,IN,2021-11-23,247,PO,PO-990071,51907
MOV-OUT-176408,P011,CHN001,OUT,2021-11-23,18,SO,SO-978685,51889
MOV-OUT-143324,P011,CHN001,OUT,2021-11-25,15,SO,SO-566459,51874
MOV-OUT-170809,P011,CHN001,OUT,2021-11-26,18,SO,SO-434832,51856
MOV-IN-122249,P011,CHN001,IN,2021-11-27,141,PO,PO-298314,51997
MOV-OUT-153438,P011,CHN001,OUT,2021-11-27,1,SO,SO-994328,51996
MOV-OUT-141152,P011,CHN001,OUT,2021-11-28,7,SO,SO-411517,51989
MOV-OUT-254581,P011,CHN001,OUT,2021-11-29,20,SO,SO-109132,51969
MOV-IN-57017,P011,CHN001,IN,2021-11-29,174,PO,PO-493284,52143
MOV-IN-22203,P011,CHN001,IN,2021-11-30,194,PO,PO-439423,52337
MOV-IN-136239,P011,CHN001,IN,2021-12-02,175,PO,PO-864191,52512
MOV-IN-118717,P011,CHN001,IN,2021-12-02,103,PO,PO-161090,52615
MOV-IN-44782,P011,CHN001,IN,2021-12-03,85,PO,PO-951916,52700
MOV-OUT-194870,P011,CHN001,OUT,2021-12-07,9,SO,SO-995126,52691
MOV-OUT-166002,P011,CHN001,OUT,2021-12-09,6,SO,SO-884409,52685
MOV-IN-4554,P011,CHN001,IN,2021-12-11,127,PO,PO-778281,52812
MOV-IN-105293,P011,CHN001,IN,2021-12-11,270,PO,PO-152655,53082
MOV-IN-29045,P011,CHN001,IN,2021-12-12,33,PO,PO-193081,53115
MOV-IN-55442,P011,CHN001,IN,2021-12-12,72,PO,PO-892522,53187
MOV-IN-14068,P011,CHN001,IN,2021-12-23,215,PO,PO-201451,53402
MOV-OUT-254964,P011,CHN001,OUT,2021-12-26,3,SO,SO-772338,53399
MOV-OUT-181561,P011,CHN001,OUT,2021-12-27,8,SO,SO-427409,53391
MOV-OUT-219014,P011,CHN001,OUT,2021-12-28,18,SO,SO-530561,53373
MOV-IN-67360,P011,CHN001,IN,2021-12-29,199,PO,PO-625584,53572
MOV-IN-53942,P011,CHN001,IN,2021-12-31,99,PO,PO-924573,53671
MOV-OUT-235329,P011,CHN001,OUT,2022-01-08,16,SO,SO-913613,53655
MOV-OUT-191346,P011,CHN001,OUT,2022-01-09,5,SO,SO-320296,53650
MOV-IN-130050,P011,CHN001,IN,2022-01-10,299,PO,PO-803618,53949
MOV-IN-54778,P011,CHN001,IN,2022-01-12,270,PO,PO-447484,54219
MOV-IN-105630,P011,CHN001,IN,2022-01-12,85,PO,PO-956504,54304
MOV-OUT-241656,P011,CHN001,OUT,2022-01-18,2,SO,SO-593480,54302
MOV-IN-17358,P011,CHN001,IN,2022-01-19,271,PO,PO-890273,54573
MOV-IN-36636,P011,CHN001,IN,2022-01-21,215,PO,PO-550994,54788
MOV-OUT-196023,P011,CHN001,OUT,2022-01-22,13,SO,SO-719908,54775
MOV-OUT-179799,P011,CHN001,OUT,2022-01-22,12,SO,SO-979889,54763
MOV-IN-47208,P011,CHN001,IN,2022-01-23,236,PO,PO-249606,54999
MOV-IN-84686,P011,CHN001,IN,2022-01-23,131,PO,PO-160292,55130
MOV-IN-110139,P011,CHN001,IN,2022-01-24,134,PO,PO-542908,55264
MOV-IN-110141,P011,CHN001,IN,2022-01-24,112,PO,PO-542908,55376
MOV-IN-113075,P011,CHN001,IN,2022-01-25,126,PO,PO-270965,55502
MOV-OUT-234029,P011,CHN001,OUT,2022-01-25,19,SO,SO-609968,55483
MOV-OUT-186335,P011,CHN001,OUT,2022-01-27,5,SO,SO-571486,55478
MOV-OUT-212421,P011,CHN001,OUT,2022-01-27,13,SO,SO-711628,55465
MOV-IN-97991,P011,CHN001,IN,2022-01-30,251,PO,PO-694451,55716
MOV-IN-97994,P011,CHN001,IN,2022-01-30,39,PO,PO-694451,55755
MOV-OUT-154950,P011,CHN001,OUT,2022-01-31,13,SO,SO-208407,55742
MOV-IN-48962,P011,CHN001,IN,2022-01-31,212,PO,PO-725240,55954
MOV-OUT-149146,P011,CHN001,OUT,2022-02-03,17,SO,SO-459784,55937
MOV-OUT-170935,P011,CHN001,OUT,2022-02-04,12,SO,SO-209846,55925
MOV-OUT-209227,P011,CHN001,OUT,2022-02-04,4,SO,SO-472868,55921
MOV-IN-145673,P011,CHN001,IN,2022-02-06,103,PO,PO-420775,56024
MOV-OUT-233365,P011,CHN001,OUT,2022-02-06,16,SO,SO-285630,56008
MOV-IN-151420,P011,CHN001,IN,2022-02-12,154,PO,PO-520066,56162
MOV-IN-21905,P011,CHN001,IN,2022-02-13,57,PO,PO-225480,56219
MOV-OUT-244169,P011,CHN001,OUT,2022-02-16,9,SO,SO-380327,56210
MOV-OUT-164082,P011,CHN001,OUT,2022-02-17,4,SO,SO-338480,56206
MOV-IN-25550,P011,CHN001,IN,2022-02-19,284,PO,PO-508914,56490
MOV-IN-56551,P011,CHN001,IN,2022-02-23,180,PO,PO-769059,56670
MOV-OUT-157521,P011,CHN001,OUT,2022-02-23,5,SO,SO-136294,56665
MOV-IN-11778,P011,CHN001,IN,2022-02-25,294,PO,PO-283320,56959
MOV-IN-11779,P011,CHN001,IN,2022-02-25,155,PO,PO-283320,57114
MOV-OUT-134429,P011,CHN001,OUT,2022-02-25,12,SO,SO-390998,57102
MOV-OUT-219548,P011,CHN001,OUT,2022-02-26,5,SO,SO-160192,57097
MOV-OUT-146928,P011,CHN001,OUT,2022-02-27,15,SO,SO-282627,57082
MOV-OUT-149828,P011,CHN001,OUT,2022-02-27,9,SO,SO-740573,57073
MOV-OUT-246696,P011,CHN001,OUT,2022-02-27,5,SO,SO-409601,57068
MOV-OUT-257732,P011,CHN001,OUT,2022-03-02,9,SO,SO-428152,57059
MOV-OUT-148602,P011,CHN001,OUT,2022-03-02,17,SO,SO-331851,57042
MOV-IN-16257,P011,CHN001,IN,2022-03-04,158,PO,PO-280273,57200
MOV-IN-42484,P011,CHN001,IN,2022-03-04,95,PO,PO-326679,57295
MOV-IN-79259,P011,CHN001,IN,2022-03-10,244,PO,PO-134344,57539
MOV-OUT-204271,P011,CHN001,OUT,2022-03-10,4,SO,SO-109956,57535
MOV-IN-122318,P011,CHN001,IN,2022-03-16,255,PO,PO-386800,57790
MOV-IN-129012,P011,CHN001,IN,2022-03-16,266,PO,PO-806386,58056
MOV-OUT-238503,P011,CHN001,OUT,2022-03-18,12,SO,SO-798605,58044
MOV-OUT-238507,P011,CHN001,OUT,2022-03-18,15,SO,SO-798605,58029
MOV-OUT-172628,P011,CHN001,OUT,2022-03-20,3,SO,SO-204798,58026
MOV-OUT-139321,P011,CHN001,OUT,2022-03-21,18,SO,SO-680358,58008
