invoice_uid,invoice_id,so_id,customer_id,branch_id,invoice_date,due_date,total_order_value,total_gst_amount,grand_total,payment_status,invoice_id_ambiguous
INVUID-011244,INV-872940,SO-530278,C0080,CHN001,2023-04-23,2023-06-07,2300,414.0,2714.0,Unpaid,False
INVUID-011245,INV-847363,SO-759158,C0313,AHM001,2020-01-28,2020-03-28,1188580,307604.4,1496184.4,Partially Paid,False
INVUID-011246,INV-560644,SO-369198,C0105,DEL001,2022-09-28,2022-11-27,2559840,716631.2000000002,3276471.2,Paid,False
INVUID-011247,INV-595240,SO-552903,C0456,DEL001,2020-09-25,2020-10-25,4350,783.0,5133.0,Unpaid,False
INVUID-011248,INV-216495,SO-919808,C0239,CHN001,2021-10-21,2021-12-20,1108020,309873.60000000003,1417893.6,Paid,False
INVUID-011249,INV-508698,SO-778671,C0286,CHN001,2023-08-10,2023-09-09,79360,14284.8,93644.8,Partially Paid,False
INVUID-011250,INV-813170,SO-984986,C0493,CHN001,2021-07-07,2021-08-06,104030,24325.4,128355.4,Paid,False
INVUID-011251,INV-168066,SO-632701,C0104,KOL001,2021-07-06,2021-09-04,424740,116053.2,540793.2,Paid,False
INVUID-011252,INV-418085,SO-569814,C0307,AHM001,2021-06-08,2021-06-23,2963840,827201.2,3791041.2,Paid,False
INVUID-011253,INV-675251,SO-272906,C0394,HYD001,2023-07-16,2023-08-30,867340,237191.2,1104531.2,Paid,False
INVUID-011254,INV-314615,SO-342314,C0457,KOL001,2019-11-20,2019-12-05,973030,266995.4,1240025.4,Paid,False
INVUID-011255,INV-101511,SO-577370,C0430,KOL001,2019-03-18,2019-04-02,839640,234215.20000000004,1073855.2,Paid,False
INVUID-011256,INV-539718,SO-642835,C0314,KOL001,2022-01-11,2022-01-26,3324850,897103.0000000001,4221953.0,Partially Paid,False
INVUID-011257,INV-737114,SO-644826,C0466,DEL001,2019-12-24,2020-01-23,3658020,1017683.6000000002,4675703.6,Paid,False
INVUID-011258,INV-140563,SO-653408,C0151,KOL001,2019-05-13,2019-06-27,676580,159284.40000000002,835864.4,Paid,False
INVUID-011259,INV-358297,SO-137702,C0334,CHN001,2019-06-07,2019-06-22,276000,77280.00000000001,353280.0,Paid,False
INVUID-011260,INV-324103,SO-117421,C0355,HYD001,2020-01-06,2020-02-20,1046550,291659.00000000006,1338209.0,Partially Paid,False
INVUID-011261,INV-796813,SO-403435,C0466,DEL001,2024-05-02,2024-06-01,4794910,1331363.8,6126273.8,Paid,False
INVUID-011262,INV-460335,SO-794385,C0374,PUN001,2023-08-26,2023-09-25,2376470,663519.6,3039989.6,Partially Paid,False
INVUID-011263,INV-195403,SO-261823,C0408,HYD001,2021-03-16,2021-05-15,2598450,726791.0000000001,3325241.0,Paid,False
INVUID-011264,INV-932473,SO-555827,C0343,PUN001,2020-04-28,2020-05-28,1929300,540204.0000000001,2469504.0,Partially Paid,False
INVUID-011265,INV-847332,SO-585094,C0102,KOL001,2020-07-20,2020-09-18,1662910,451503.8000000001,2114413.8,Paid,False
INVUID-011266,INV-332634,SO-166905,C0109,CHN001,2019-04-09,2019-04-24,1208880,320458.4,1529338.4,Paid,False
INVUID-011267,INV-431121,SO-648775,C0438,KOL001,2024-05-31,2024-06-30,588180,147232.40000000002,735412.4,Paid,False
INVUID-011268,INV-782025,SO-553039,C0365,KOL001,2023-10-19,2023-12-18,1409440,391709.20000000007,1801149.2,Paid,False
INVUID-011269,INV-617124,SO-621902,C0244,KOL001,2021-09-07,2021-11-06,2278450,636841.0000000001,2915291.0,Paid,False
INVUID-011270,INV-863635,SO-727624,C0435,CHN001,2022-10-02,2022-11-16,24650,4437.0,29087.0,Paid,False
INVUID-011271,INV-864237,SO-417485,C0225,DEL001,2019-05-17,2019-06-16,506880,139203.40000000002,646083.4,Partially Paid,False
INVUID-011272,INV-394518,SO-206231,C0342,DEL001,2023-06-13,2023-07-28,111060,30110.800000000003,141170.8,Paid,False
INVUID-011273,INV-715308,SO-643916,C0175,KOL001,2024-03-31,2024-04-30,1035050,282309.00000000006,1317359.0,Paid,False
INVUID-011274,INV-183788,SO-211992,C0043,CHN001,2020-01-31,2020-03-01,422150,118202.0,540352.0,Partially Paid,False
INVUID-011275,INV-558086,SO-127610,C0406,PUN001,2023-11-28,2023-12-28,771790,214207.20000000004,985997.2,Paid,False
INVUID-011276,INV-232449,SO-377492,C0495,AHM001,2022-03-23,2022-05-07,1463600,400228.00000000006,1863828.0,Paid,False
INVUID-011277,INV-128920,SO-145553,C0123,KOL001,2019-07-26,2019-08-25,1325460,352572.80000000005,1678032.8,Partially Paid,False
INVUID-011278,INV-638537,SO-113388,C0043,CHN001,2022-05-17,2022-06-16,348720,87019.6,435739.6,Unpaid,False
INVUID-011279,INV-386010,SO-117660,C0043,CHN001,2020-01-18,2020-02-17,1771900,496132.00000000006,2268032.0,Unpaid,False
INVUID-011280,INV-364892,SO-150405,C0291,HYD001,2020-08-27,2020-09-26,1242800,329654.0,1572454.0,Paid,False
INVUID-011281,INV-225957,SO-103725,C0073,CHN001,2022-07-20,2022-08-19,257900,54872.0,312772.0,Paid,False
INVUID-011282,INV-806631,SO-829851,C0226,AHM001,2022-10-23,2022-11-22,2253080,614324.4000000001,2867404.4,Unpaid,False
INVUID-011283,INV-375929,SO-558279,C0040,DEL001,2024-03-15,2024-03-30,293750,80970.00000000001,374720.0,Paid,False
INVUID-011284,INV-653288,SO-736515,C0356,DEL001,2019-03-19,2019-05-03,1933500,530670.0000000001,2464170.0,Paid,False
INVUID-011285,INV-242622,SO-627884,C0468,HYD001,2024-09-04,2024-11-03,2570600,717138.0000000001,3287738.0,Paid,False
INVUID-011286,INV-419799,SO-263873,C0345,PUN001,2022-06-14,2022-07-14,3015660,804668.8,3820328.8,Paid,False
INVUID-011287,INV-100853,SO-994951,C0178,KOL001,2024-12-10,2025-02-08,1555250,433095.0,1988345.0,Paid,False
INVUID-011288,INV-610260,SO-183358,C0288,DEL001,2021-09-26,2021-10-26,1030650,280717.0,1311367.0,Paid,False
INVUID-011289,INV-653811,SO-614587,C0232,CHN001,2024-04-06,2024-05-06,302750,81315.0,384065.0,Paid,False
INVUID-011290,INV-115042,SO-887398,C0050,KOL001,2021-03-29,2021-04-28,2629050,714909.0000000001,3343959.0,Paid,False
INVUID-011291,INV-992156,SO-447628,C0042,CHN001,2022-11-11,2022-11-26,2831300,787519.0000000001,3618819.0,Paid,False
INVUID-011292,INV-235489,SO-346114,C0071,KOL001,2019-06-30,2019-08-14,3858510,1072596.8,4931106.8,Paid,False
INVUID-011293,INV-635561,SO-727255,C0203,AHM001,2020-07-03,2020-08-02,1659950,452011.00000000006,2111961.0,Paid,False
INVUID-011294,INV-596061,SO-602107,C0409,PUN001,2023-05-08,2023-06-22,1450,261.0,1711.0,Paid,False
INVUID-011295,INV-122987,SO-245185,C0471,AHM001,2022-02-25,2022-03-27,815680,227622.4,1043302.4,Paid,False
INVUID-011296,INV-434694,SO-726332,C0455,PUN001,2024-06-25,2024-07-25,1852600,518728.0000000001,2371328.0,Paid,False
INVUID-011297,INV-400428,SO-389553,C0302,AHM001,2020-06-13,2020-06-28,652700,162321.0,815021.0,Paid,False
INVUID-011298,INV-984057,SO-849074,C0157,PUN001,2023-09-09,2023-10-09,453700,127036.0,580736.0,Paid,False
INVUID-011299,INV-589109,SO-916021,C0262,DEL001,2021-06-04,2021-06-19,1340720,334174.60000000003,1674894.6,Paid,False
INVUID-011300,INV-920617,SO-808370,C0105,DEL001,2020-06-19,2020-08-18,639950,160111.00000000003,800061.0,Paid,False
INVUID-011301,INV-728660,SO-323069,C0227,KOL001,2021-10-22,2021-11-21,339070,83727.6,422797.6,Paid,False
INVUID-011302,INV-652064,SO-498457,C0462,CHN001,2023-11-17,2023-12-02,1250500,327120.0,1577620.0,Partially Paid,False
INVUID-011303,INV-362247,SO-222243,C0389,AHM001,2024-11-30,2024-12-30,2517110,698379.8,3215489.8,Paid,False
INVUID-011304,INV-933432,SO-308777,C0409,PUN001,2023-10-22,2023-12-06,3011120,838171.6000000001,3849291.6,Partially Paid,False
INVUID-011305,INV-435521,SO-466488,C0343,PUN001,2019-06-25,2019-07-25,4016460,1122177.8,5138637.8,Partially Paid,False
INVUID-011306,INV-520705,SO-571150,C0110,CHN001,2021-06-29,2021-07-29,3021000,841605.0000000001,3862605.0,Paid,False
INVUID-011307,INV-328588,SO-312675,C0003,DEL001,2022-09-17,2022-10-17,624650,172137.00000000003,796787.0,Unpaid,True
INVUID-011308,INV-117836,SO-521007,C0313,AHM001,2023-03-17,2023-05-16,303330,76499.40000000001,379829.4,Paid,False
INVUID-011309,INV-870297,SO-286019,C0327,AHM001,2020-10-02,2020-10-17,474880,132678.40000000002,607558.4,Partially Paid,False
INVUID-011310,INV-565682,SO-248265,C0457,KOL001,2023-02-24,2023-03-11,358200,100296.0,458496.0,Paid,False
INVUID-011311,INV-428472,SO-897499,C0464,AHM001,2021-03-18,2021-05-02,945010,253756.8,1198766.8,Paid,False
INVUID-011312,INV-864769,SO-941175,C0118,CHN001,2020-11-15,2021-01-14,1290010,346221.80000000005,1636231.8,Partially Paid,False
INVUID-011313,INV-823054,SO-829349,C0198,AHM001,2023-02-10,2023-04-11,35600,9388.0,44988.0,Partially Paid,False
INVUID-011314,INV-752712,SO-158909,C0182,KOL001,2024-06-09,2024-07-24,3547990,990343.2000000002,4538333.2,Paid,False
INVUID-011315,INV-780447,SO-901942,C0012,CHN001,2022-07-15,2022-08-14,1710150,477847.00000000006,2187997.0,Partially Paid,False
INVUID-011316,INV-315916,SO-243358,C0255,CHN001,2022-05-04,2022-05-19,1470900,409477.00000000006,1880377.0,Partially Paid,False
INVUID-011317,INV-729815,SO-356125,C0130,PUN001,2021-08-10,2021-09-24,1465650,399717.00000000006,1865367.0,Paid,False
INVUID-011318,INV-370534,SO-933048,C0189,KOL001,2021-06-19,2021-08-18,1309050,340854.00000000006,1649904.0,Unpaid,False
INVUID-011319,INV-533984,SO-433628,C0346,HYD001,2021-02-18,2021-03-20,368600,102168.0,470768.0,Paid,False
INVUID-011320,INV-649970,SO-591240,C0431,PUN001,2022-02-01,2022-03-03,1641500,436520.0,2078020.0,Paid,False
INVUID-011321,INV-184680,SO-927018,C0171,CHN001,2023-01-18,2023-02-02,31400,5652.0,37052.0,Paid,False
INVUID-011322,INV-949974,SO-951536,C0327,AHM001,2022-06-11,2022-06-26,594500,166460.00000000003,760960.0,Paid,False
INVUID-011323,INV-531020,SO-399609,C0308,DEL001,2024-08-08,2024-10-07,383750,103455.0,487205.0,Paid,False
INVUID-011324,INV-232997,SO-142041,C0213,PUN001,2023-07-14,2023-07-29,3308600,925328.0,4233928.0,Paid,False
INVUID-011325,INV-952567,SO-291613,C0431,PUN001,2024-04-09,2024-05-09,2536980,705766.4000000001,3242746.4,Unpaid,False
INVUID-011326,INV-776370,SO-327971,C0378,DEL001,2021-01-13,2021-02-12,500110,136939.8,637049.8,Paid,False
INVUID-011327,INV-930284,SO-764530,C0384,CHN001,2023-03-23,2023-05-07,22050,6174.000000000001,28224.0,Partially Paid,False
INVUID-011328,INV-495217,SO-310563,C0274,CHN001,2019-12-24,2020-02-22,429250,96975.0,526225.0,Partially Paid,False
INVUID-011329,INV-519933,SO-898177,C0495,AHM001,2023-07-15,2023-08-29,1052150,294602.00000000006,1346752.0,Paid,False
INVUID-011330,INV-384115,SO-367950,C0093,CHN001,2021-10-23,2021-11-22,2998780,837340.4000000001,3836120.4,Paid,False
INVUID-011331,INV-930329,SO-207699,C0476,DEL001,2020-08-19,2020-10-18,837860,234194.80000000005,1072054.8,Unpaid,False
INVUID-011332,INV-841274,SO-680861,C0062,HYD001,2019-08-14,2019-10-13,2266880,617758.4,2884638.4,Paid,False
INVUID-011333,INV-859242,SO-748761,C0049,KOL001,2021-01-10,2021-01-25,489890,129160.20000000004,619050.2,Paid,False
INVUID-011334,INV-824537,SO-238054,C0084,PUN001,2019-05-01,2019-06-30,3199600,887638.0000000001,4087238.0,Paid,False
INVUID-011335,INV-123442,SO-913984,C0219,PUN001,2021-05-06,2021-07-05,1627900,447722.00000000006,2075622.0,Partially Paid,False
INVUID-011336,INV-358878,SO-112106,C0091,PUN001,2019-01-20,2019-03-06,9810,1765.8,11575.8,Partially Paid,False
INVUID-011337,INV-877865,SO-536043,C0457,KOL001,2019-01-20,2019-02-04,2527950,698886.0,3226836.0,Paid,False
INVUID-011338,INV-821993,SO-160161,C0337,DEL001,2022-12-26,2023-01-25,1722910,462673.8000000001,2185583.8,Unpaid,False
INVUID-011339,INV-289386,SO-141829,C0284,KOL001,2023-10-10,2023-12-09,1486860,415984.8,1902844.8,Unpaid,False
INVUID-011340,INV-132501,SO-289362,C0498,KOL001,2024-02-21,2024-03-22,748550,197034.00000000003,945584.0,Paid,False
INVUID-011341,INV-941249,SO-489845,C0027,AHM001,2020-01-09,2020-02-23,2211290,596807.2000000001,2808097.2,Unpaid,False
INVUID-011342,INV-812423,SO-775870,C0021,HYD001,2020-08-27,2020-09-11,2596200,715716.0000000001,3311916.0,Paid,False
INVUID-011343,INV-314867,SO-304363,C0290,AHM001,2020-02-17,2020-03-18,567200,141986.0,709186.0,Paid,False
INVUID-011344,INV-300618,SO-598002,C0269,CHN001,2024-04-02,2024-04-17,1395630,369253.4,1764883.4,Paid,False
INVUID-011345,INV-554561,SO-946155,C0012,CHN001,2021-03-05,2021-04-04,981220,271749.60000000003,1252969.6,Paid,False
INVUID-011346,INV-430423,SO-826242,C0088,PUN001,2021-07-06,2021-08-20,213280,59250.40000000001,272530.4,Paid,False
INVUID-011347,INV-976713,SO-409258,C0293,PUN001,2024-03-21,2024-04-20,1552930,401997.4,1954927.4,Partially Paid,False
INVUID-011348,INV-720943,SO-645147,C0019,KOL001,2020-01-20,2020-02-04,726350,193403.0,919753.0,Paid,False
INVUID-011349,INV-140112,SO-992473,C0031,KOL001,2020-04-10,2020-05-10,963400,260332.00000000003,1223732.0,Paid,False
INVUID-011350,INV-932474,SO-819897,C0324,CHN001,2021-09-13,2021-10-28,819700,210436.0,1030136.0,Partially Paid,False
INVUID-011351,INV-120909,SO-841084,C0403,KOL001,2023-08-16,2023-09-15,2265840,612641.2000000001,2878481.2,Partially Paid,False
INVUID-011352,INV-102158,SO-916630,C0441,PUN001,2021-07-02,2021-08-31,347100,85548.0,432648.0,Partially Paid,False
INVUID-011353,INV-428872,SO-275641,C0429,AHM001,2020-10-22,2020-12-06,3491230,964091.4,4455321.4,Paid,False
INVUID-011354,INV-517083,SO-213129,C0435,CHN001,2020-10-08,2020-11-22,3110000,870800.0000000001,3980800.0,Paid,False
INVUID-011355,INV-290482,SO-199191,C0292,AHM001,2022-12-09,2022-12-24,2763770,766388.6000000001,3530158.6,Partially Paid,False
INVUID-011356,INV-319532,SO-175042,C0070,AHM001,2021-02-06,2021-03-08,1081790,297332.2,1379122.2,Paid,False
INVUID-011357,INV-396866,SO-492674,C0113,CHN001,2021-01-22,2021-02-21,893300,246214.0,1139514.0,Paid,False
INVUID-011358,INV-359663,SO-412758,C0470,CHN001,2023-04-27,2023-06-11,402750,106620.0,509370.0,Partially Paid,False
INVUID-011359,INV-817479,SO-808707,C0014,KOL001,2019-11-08,2019-12-08,1345410,367823.8000000001,1713233.8,Paid,False
INVUID-011360,INV-715519,SO-868064,C0345,PUN001,2020-01-04,2020-02-03,1407700,394156.00000000006,1801856.0,Paid,False
INVUID-011361,INV-838943,SO-401561,C0147,DEL001,2022-01-12,2022-02-26,616600,169073.0,785673.0,Paid,False
INVUID-011362,INV-535847,SO-220086,C0149,AHM001,2020-05-24,2020-06-23,132750,23895.0,156645.0,Paid,False
INVUID-011363,INV-452647,SO-387843,C0446,HYD001,2024-07-31,2024-08-30,650890,169300.2,820190.2,Paid,False
INVUID-011364,INV-377638,SO-574634,C0124,PUN001,2021-05-06,2021-07-05,3794700,1059206.0,4853906.0,Paid,False
INVUID-011365,INV-301261,SO-114754,C0061,HYD001,2024-03-21,2024-05-05,1787980,496876.4000000001,2284856.4,Paid,False
INVUID-011366,INV-717103,SO-827632,C0227,KOL001,2021-06-01,2021-07-01,2229540,613607.2000000001,2843147.2,Paid,False
INVUID-011367,INV-325008,SO-290075,C0359,HYD001,2024-01-21,2024-03-06,50700,14196.000000000002,64896.0,Paid,False
INVUID-011368,INV-101320,SO-232526,C0443,KOL001,2021-08-27,2021-09-26,2797400,753692.0000000001,3551092.0,Paid,False
INVUID-011369,INV-253040,SO-279652,C0138,HYD001,2021-11-02,2021-12-02,82040,22607.200000000004,104647.2,Paid,False
INVUID-011370,INV-688089,SO-539410,C0095,AHM001,2020-01-25,2020-03-10,3224200,893736.0,4117936.0,Paid,False
INVUID-011371,INV-229937,SO-293483,C0468,HYD001,2024-08-02,2024-10-01,2791750,781130.0000000001,3572880.0,Partially Paid,False
INVUID-011372,INV-118907,SO-729695,C0015,PUN001,2019-06-03,2019-06-18,71650,12897.0,84547.0,Paid,False
INVUID-011373,INV-682672,SO-792274,C0407,HYD001,2020-06-20,2020-08-04,1107290,294952.2,1402242.2,Paid,False
INVUID-011374,INV-943899,SO-908931,C0122,KOL001,2019-02-06,2019-03-08,953000,251140.00000000003,1204140.0,Paid,False
INVUID-011375,INV-284853,SO-915441,C0363,AHM001,2020-02-28,2020-03-29,218990,55483.2,274473.2,Paid,False
INVUID-011376,INV-299730,SO-435476,C0301,KOL001,2022-04-16,2022-05-16,618250,170985.00000000003,789235.0,Partially Paid,False
INVUID-011377,INV-581842,SO-812608,C0476,DEL001,2020-01-12,2020-03-12,438800,119259.0,558059.0,Unpaid,False
INVUID-011378,INV-565803,SO-815974,C0106,PUN001,2022-01-09,2022-02-08,2217800,620984.0000000001,2838784.0,Paid,False
INVUID-011379,INV-474971,SO-811810,C0057,KOL001,2020-12-27,2021-02-10,4444880,1223913.4,5668793.4,Paid,False
INVUID-011380,INV-864400,SO-403498,C0105,DEL001,2020-12-02,2021-01-31,924820,257347.6,1182167.6,Paid,False
INVUID-011381,INV-568831,SO-710136,C0153,PUN001,2024-05-26,2024-06-25,1412300,382559.00000000006,1794859.0,Paid,False
INVUID-011382,INV-878347,SO-497017,C0001,KOL001,2022-08-10,2022-09-09,120550,33529.00000000001,154079.0,Partially Paid,False
INVUID-011383,INV-222891,SO-768586,C0171,CHN001,2024-06-23,2024-07-08,530100,141318.0,671418.0,Paid,False
INVUID-011384,INV-668520,SO-953410,C0442,KOL001,2024-03-30,2024-04-14,12960,2332.8,15292.8,Paid,False
INVUID-011385,INV-631959,SO-363015,C0464,AHM001,2020-10-30,2020-12-14,61800,17304.0,79104.0,Paid,False
INVUID-011386,INV-649524,SO-209232,C0028,PUN001,2019-05-22,2019-07-06,7250,1305.0,8555.0,Paid,False
INVUID-011387,INV-119999,SO-830856,C0088,PUN001,2019-04-18,2019-06-02,1188540,331907.20000000007,1520447.2,Paid,False
INVUID-011388,INV-497958,SO-645806,C0250,PUN001,2019-09-01,2019-10-01,2594550,707599.0000000001,3302149.0,Paid,False
INVUID-011389,INV-607304,SO-378421,C0366,KOL001,2021-06-30,2021-07-30,2037750,568215.0000000001,2605965.0,Paid,False
INVUID-011390,INV-896927,SO-765612,C0120,HYD001,2024-08-27,2024-09-26,1294510,354581.80000000005,1649091.8,Partially Paid,False
INVUID-011391,INV-630197,SO-568688,C0041,HYD001,2020-12-29,2021-02-27,2762840,768521.2000000001,3531361.2,Paid,False
INVUID-011392,INV-925578,SO-513808,C0237,HYD001,2023-10-25,2023-11-24,361800,100824.0,462624.0,Paid,False
INVUID-011393,INV-512779,SO-612594,C0380,HYD001,2019-02-10,2019-03-27,2530350,702763.0000000001,3233113.0,Paid,False
INVUID-011394,INV-322968,SO-810190,C0467,DEL001,2024-10-05,2024-10-20,156800,43904.00000000001,200704.0,Paid,False
INVUID-011395,INV-724593,SO-668676,C0278,AHM001,2022-10-20,2022-12-04,1647710,456057.8000000001,2103767.8,Unpaid,False
INVUID-011396,INV-944720,SO-267417,C0345,PUN001,2024-02-28,2024-03-29,717900,200112.0,918012.0,Paid,False
INVUID-011397,INV-118051,SO-491781,C0390,DEL001,2019-07-29,2019-08-28,896460,230967.80000000005,1127427.8,Paid,False
INVUID-011398,INV-829949,SO-694753,C0083,DEL001,2021-10-24,2021-12-08,1286270,349473.6,1635743.6,Paid,False
INVUID-011399,INV-774566,SO-349271,C0316,KOL001,2024-02-03,2024-03-19,788400,220752.00000000003,1009152.0,Paid,False
INVUID-011400,INV-673577,SO-558209,C0499,PUN001,2021-06-20,2021-07-20,249770,69563.6,319333.6,Paid,False
INVUID-011401,INV-543431,SO-408844,C0065,AHM001,2022-09-10,2022-09-25,155400,32972.0,188372.0,Paid,False
INVUID-011402,INV-659326,SO-836186,C0103,KOL001,2021-03-07,2021-04-21,793850,214423.00000000003,1008273.0,Paid,False
INVUID-011403,INV-833910,SO-698035,C0372,HYD001,2020-01-07,2020-03-07,1397080,361519.4,1758599.4,Paid,False
INVUID-011404,INV-690684,SO-273807,C0223,AHM001,2024-08-15,2024-09-14,99050,25434.000000000004,124484.0,Partially Paid,False
INVUID-011405,INV-967903,SO-575189,C0084,PUN001,2020-08-23,2020-10-22,676430,175147.40000000002,851577.4,Unpaid,False
INVUID-011406,INV-243694,SO-384532,C0206,PUN001,2021-08-13,2021-09-12,4372950,1206481.0000000002,5579431.0,Paid,False
INVUID-011407,INV-134900,SO-937890,C0257,DEL001,2025-01-01,2025-02-15,2903800,810164.0,3713964.0,Partially Paid,False
INVUID-011408,INV-805375,SO-116442,C0119,DEL001,2022-10-13,2022-12-12,1472430,391567.4,1863997.4,Unpaid,False
INVUID-011409,INV-820739,SO-560242,C0156,CHN001,2022-12-10,2022-12-25,426400,113012.0,539412.0,Paid,False
INVUID-011410,INV-285831,SO-688267,C0133,AHM001,2023-06-28,2023-07-13,2707410,748588.8,3455998.8,Paid,False
INVUID-011411,INV-612771,SO-494708,C0412,KOL001,2024-05-20,2024-07-04,5178620,1441981.6,6620601.6,Paid,True
INVUID-011412,INV-153257,SO-137627,C0313,AHM001,2023-01-05,2023-03-06,855710,231782.8,1087492.8,Paid,False
INVUID-011413,INV-264043,SO-451623,C0364,KOL001,2024-12-03,2025-01-02,740730,182486.4,923216.4,Unpaid,False
INVUID-011414,INV-952058,SO-993440,C0364,KOL001,2021-01-22,2021-02-21,256950,70681.0,327631.0,Unpaid,False
INVUID-011415,INV-892001,SO-812718,C0153,PUN001,2022-04-26,2022-05-26,695110,194599.8,889709.8,Paid,False
INVUID-011416,INV-833569,SO-189456,C0089,AHM001,2024-08-16,2024-09-15,21750,3915.0,25665.0,Paid,False
INVUID-011417,INV-961922,SO-652453,C0377,CHN001,2020-11-03,2020-12-18,3514530,981740.4,4496270.4,Unpaid,False
INVUID-011418,INV-230728,SO-870259,C0483,DEL001,2022-10-25,2022-11-24,3746500,1046365.0,4792865.0,Paid,False
INVUID-011419,INV-618837,SO-705965,C0464,AHM001,2024-07-08,2024-08-22,254950,67906.0,322856.0,Paid,False
INVUID-011420,INV-242344,SO-630938,C0464,AHM001,2021-03-28,2021-05-12,4992340,1394201.2000000002,6386541.2,Paid,False
INVUID-011421,INV-215323,SO-228129,C0114,KOL001,2022-03-08,2022-04-07,1314700,351756.0,1666456.0,Paid,False
INVUID-011422,INV-656503,SO-720584,C0393,KOL001,2021-02-19,2021-03-06,286080,79094.40000000001,365174.4,Unpaid,False
INVUID-011423,INV-332269,SO-549505,C0316,KOL001,2021-01-11,2021-02-25,1326260,342911.80000000005,1669171.8,Paid,False
INVUID-011424,INV-643017,SO-302632,C0071,KOL001,2021-04-16,2021-05-31,2622530,707175.4,3329705.4,Paid,False
INVUID-011425,INV-801119,SO-444517,C0169,AHM001,2024-11-07,2024-12-07,3120,561.6,3681.6,Paid,False
INVUID-011426,INV-381155,SO-940362,C0378,DEL001,2019-01-24,2019-02-23,5102750,1419655.0,6522405.0,Paid,False
INVUID-011427,INV-167648,SO-105584,C0392,KOL001,2019-10-23,2019-12-22,837040,234007.20000000004,1071047.2,Paid,False
INVUID-011428,INV-776696,SO-752711,C0489,CHN001,2024-04-20,2024-05-20,240280,62290.4,302570.4,Paid,False
INVUID-011429,INV-275474,SO-911704,C0443,KOL001,2021-06-11,2021-07-11,246050,68894.0,314944.0,Unpaid,False
INVUID-011430,INV-118291,SO-195595,C0154,DEL001,2023-07-09,2023-07-24,1194430,332227.4,1526657.4,Paid,False
INVUID-011431,INV-654385,SO-986103,C0454,PUN001,2022-04-03,2022-04-18,312280,79925.40000000001,392205.4,Paid,False
INVUID-011432,INV-947109,SO-462215,C0111,CHN001,2022-04-03,2022-04-18,39800,11144.000000000002,50944.0,Paid,False
INVUID-011433,INV-577941,SO-882514,C0090,DEL001,2020-01-19,2020-02-03,1406970,393429.6,1800399.6,Paid,False
INVUID-011434,INV-749240,SO-612896,C0422,HYD001,2021-08-16,2021-10-15,1378740,377863.20000000007,1756603.2,Unpaid,False
INVUID-011435,INV-723795,SO-615693,C0010,CHN001,2023-10-07,2023-11-06,179200,50176.00000000001,229376.0,Paid,False
INVUID-011436,INV-169050,SO-941445,C0427,HYD001,2020-11-20,2021-01-19,484040,131397.2,615437.2,Paid,False
INVUID-011437,INV-350164,SO-613145,C0438,KOL001,2021-07-10,2021-08-09,2233880,621293.4000000001,2855173.4,Partially Paid,False
INVUID-011438,INV-555261,SO-299693,C0187,CHN001,2024-07-08,2024-09-06,371280,91070.4,462350.4,Partially Paid,False
INVUID-011439,INV-370378,SO-368199,C0139,AHM001,2024-11-08,2024-11-23,981270,271633.60000000003,1252903.6,Partially Paid,False
INVUID-011440,INV-796657,SO-916722,C0413,CHN001,2023-09-13,2023-09-28,259140,70535.20000000001,329675.2,Partially Paid,False
INVUID-011441,INV-161650,SO-385481,C0270,DEL001,2023-02-17,2023-03-19,1708380,474438.4000000001,2182818.4,Paid,False
INVUID-011442,INV-291353,SO-147590,C0398,HYD001,2024-04-04,2024-05-04,655550,180169.0,835719.0,Partially Paid,False
INVUID-011443,INV-909268,SO-794122,C0207,KOL001,2021-10-07,2021-11-06,2756500,757280.0000000001,3513780.0,Partially Paid,False
INVUID-011444,INV-386255,SO-208800,C0250,PUN001,2020-02-20,2020-03-21,721000,200270.0,921270.0,Paid,False
INVUID-011445,INV-510084,SO-127973,C0454,PUN001,2019-11-12,2019-11-27,2800,504.0,3304.0,Paid,False
INVUID-011446,INV-161491,SO-949370,C0074,KOL001,2024-06-23,2024-08-22,59150,16562.0,75712.0,Partially Paid,False
INVUID-011447,INV-787462,SO-823210,C0440,HYD001,2021-05-31,2021-06-30,832500,226385.0,1058885.0,Paid,False
INVUID-011448,INV-689194,SO-551031,C0135,DEL001,2020-08-13,2020-10-12,1559490,428713.20000000007,1988203.2,Paid,False
INVUID-011449,INV-311233,SO-132024,C0221,DEL001,2022-11-04,2022-12-19,2326370,646176.6000000001,2972546.6,Partially Paid,False
INVUID-011450,INV-370970,SO-148851,C0299,CHN001,2019-06-28,2019-07-28,47400,8532.0,55932.0,Paid,False
INVUID-011451,INV-670024,SO-325052,C0284,KOL001,2025-01-07,2025-03-08,2432850,665138.0,3097988.0,Partially Paid,False
INVUID-011452,INV-152687,SO-796597,C0147,DEL001,2022-03-09,2022-04-23,163200,29376.0,192576.0,Partially Paid,False
INVUID-011453,INV-269766,SO-283853,C0047,PUN001,2019-11-13,2020-01-12,202050,53414.00000000001,255464.0,Paid,True
INVUID-011454,INV-967254,SO-817024,C0084,PUN001,2019-09-16,2019-11-15,471150,112257.0,583407.0,Unpaid,False
INVUID-011455,INV-638682,SO-869289,C0090,DEL001,2019-05-17,2019-06-01,910260,239396.8,1149656.8,Paid,False
